wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
3.0,8000.0,20.9,45.0,1021.4,2021-10-29 16:00:00,302,16
2.0,7000.0,19.6,48.0,1021.8,2021-10-29 17:00:00,302,17
2.0,7000.0,16.9,64.0,1022.1,2021-10-29 18:00:00,302,18
2.0,7000.0,17.2,62.0,1022.4,2021-10-29 19:00:00,302,19
1.0,7000.0,16.5,67.0,1022.5,2021-10-29 20:00:00,302,20
1.0,7000.0,16.2,69.0,1022.5,2021-10-29 21:00:00,302,21
2.0,8000.0,15.5,70.0,1022.8,2021-10-29 22:00:00,302,22
1.0,8000.0,15.0,80.0,1022.9,2021-10-29 23:00:00,302,23
1.0,8000.0,15.7,66.0,1022.8,2021-10-30 00:00:00,303,0
1.0,7000.0,13.2,91.0,1022.8,2021-10-30 01:00:00,303,1
0.0,6000.0,13.3,87.0,1022.7,2021-10-30 02:00:00,303,2
0.0,5000.0,11.7,95.0,1022.5,2021-10-30 03:00:00,303,3
0.0,7000.0,11.8,92.0,1022.4,2021-10-30 04:00:00,303,4
0.0,6000.0,11.4,90.0,1022.6,2021-10-30 05:00:00,303,5
0.0,5000.0,10.7,95.0,1023.1,2021-10-30 06:00:00,303,6
1.0,5000.0,11.8,88.0,1023.7,2021-10-30 07:00:00,303,7
1.0,5000.0,15.1,79.0,1024.2,2021-10-30 08:00:00,303,8
2.0,7000.0,17.0,63.0,1024.5,2021-10-30 09:00:00,303,9
2.0,9000.0,19.8,54.0,1024.3,2021-10-30 10:00:00,303,10
2.0,10000.0,21.7,44.0,1023.9,2021-10-30 11:00:00,303,11
2.0,10000.0,22.5,39.0,1023.1,2021-10-30 12:00:00,303,12
1.0,10000.0,23.8,34.0,1022.5,2021-10-30 13:00:00,303,13
2.0,10000.0,23.9,32.0,1022.1,2021-10-30 14:00:00,303,14
2.0,10000.0,24.3,31.0,1022.2,2021-10-30 15:00:00,303,15
