wsd,pv,t,rh,slp,BJ
5.0,10000.0,13.0,16.0,1024.1,2023-01-29 16:00:00
3.0,10000.0,11.8,20.0,1024.3,2023-01-29 17:00:00
1.0,10000.0,9.6,23.0,1024.5,2023-01-29 18:00:00
1.0,10000.0,7.1,28.0,1024.7,2023-01-29 19:00:00
1.0,10000.0,4.5,36.0,1025.3,2023-01-29 20:00:00
2.0,10000.0,4.4,36.0,1025.5,2023-01-29 21:00:00
2.0,10000.0,4.4,37.0,1025.8,2023-01-29 22:00:00
3.0,10000.0,1.8,47.0,1026.1,2023-01-29 23:00:00
2.0,10000.0,1.5,49.0,1026.0,2023-01-30 00:00:00
2.0,10000.0,2.6,46.0,1025.9,2023-01-30 01:00:00
2.0,10000.0,0.4,58.0,1025.7,2023-01-30 02:00:00
3.0,10000.0,0.3,55.0,1025.1,2023-01-30 03:00:00
3.0,10000.0,0.5,55.0,1024.8,2023-01-30 04:00:00
3.0,10000.0,-2.3,67.0,1024.7,2023-01-30 05:00:00
3.0,10000.0,-1.4,65.0,1024.8,2023-01-30 06:00:00
2.0,10000.0,-1.5,68.0,1024.8,2023-01-30 07:00:00
2.0,10000.0,-0.5,72.0,1024.9,2023-01-30 08:00:00
2.0,10000.0,6.3,47.0,1025.7,2023-01-30 09:00:00
3.0,10000.0,8.7,40.0,1026.0,2023-01-30 10:00:00
3.0,10000.0,11.1,32.0,1025.2,2023-01-30 11:00:00
3.0,10000.0,13.1,26.0,1023.8,2023-01-30 12:00:00
3.0,10000.0,13.7,26.0,1022.1,2023-01-30 13:00:00
3.0,10000.0,15.1,23.0,1020.8,2023-01-30 14:00:00
4.0,10000.0,15.7,20.0,1019.5,2023-01-30 15:00:00
