wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
2.0,10000.0,23.7,32.0,1022.2,2021-10-30 16:00:00,303,16
2.0,10000.0,21.5,40.0,1022.0,2021-10-30 17:00:00,303,17
3.0,10000.0,19.6,49.0,1022.3,2021-10-30 18:00:00,303,18
2.0,10000.0,16.2,71.0,1022.9,2021-10-30 19:00:00,303,19
2.0,10000.0,17.4,57.0,1023.7,2021-10-30 20:00:00,303,20
2.0,10000.0,15.9,68.0,1024.2,2021-10-30 21:00:00,303,21
2.0,10000.0,15.3,68.0,1024.3,2021-10-30 22:00:00,303,22
2.0,10000.0,15.0,68.0,1024.2,2021-10-30 23:00:00,303,23
3.0,10000.0,13.5,80.0,1024.1,2021-10-31 00:00:00,304,0
1.0,10000.0,13.6,81.0,1024.0,2021-10-31 01:00:00,304,1
2.0,8000.0,12.6,89.0,1023.9,2021-10-31 02:00:00,304,2
3.0,7000.0,12.2,86.0,1023.6,2021-10-31 03:00:00,304,3
1.0,4000.0,11.1,94.0,1023.5,2021-10-31 04:00:00,304,4
1.0,3500.0,10.6,95.0,1023.7,2021-10-31 05:00:00,304,5
2.0,3500.0,10.8,96.0,1024.0,2021-10-31 06:00:00,304,6
2.0,2900.0,11.5,91.0,1024.0,2021-10-31 07:00:00,304,7
1.0,3500.0,15.8,79.0,1024.5,2021-10-31 08:00:00,304,8
2.0,4000.0,19.2,63.0,1024.9,2021-10-31 09:00:00,304,9
4.0,4000.0,20.8,53.0,1024.8,2021-10-31 10:00:00,304,10
4.0,5000.0,22.9,40.0,1024.4,2021-10-31 11:00:00,304,11
4.0,9000.0,23.7,28.0,1024.0,2021-10-31 12:00:00,304,12
3.0,10000.0,23.6,27.0,1023.0,2021-10-31 13:00:00,304,13
2.0,10000.0,24.0,30.0,1022.7,2021-10-31 14:00:00,304,14
2.0,10000.0,23.3,32.0,1022.8,2021-10-31 15:00:00,304,15
