wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
2.0,9000.0,11.6,42.0,1023.2,2024-12-06 16:00:00,341,16
1.0,8000.0,10.4,52.0,1023.6,2024-12-06 17:00:00,341,17
1.0,8000.0,8.6,63.0,1023.9,2024-12-06 18:00:00,341,18
2.0,8000.0,7.0,76.0,1024.5,2024-12-06 19:00:00,341,19
1.0,7000.0,7.2,69.0,1025.0,2024-12-06 20:00:00,341,20
2.0,6000.0,7.3,71.0,1025.6,2024-12-06 21:00:00,341,21
2.0,5000.0,7.4,70.0,1025.9,2024-12-06 22:00:00,341,22
1.0,5000.0,5.6,84.0,1026.8,2024-12-06 23:00:00,341,23
1.0,5000.0,6.3,76.0,1026.8,2024-12-07 00:00:00,342,0
1.0,10000.0,2.5,65.0,1034.7,2024-12-07 01:00:00,342,1
2.0,10000.0,1.3,67.0,1034.8,2024-12-07 02:00:00,342,2
2.0,10000.0,0.1,75.0,1034.5,2024-12-07 03:00:00,342,3
2.0,10000.0,0.0,76.0,1033.5,2024-12-07 04:00:00,342,4
2.0,10000.0,-1.3,80.0,1034.2,2024-12-07 05:00:00,342,5
3.0,10000.0,-2.1,84.0,1035.1,2024-12-07 06:00:00,342,6
2.0,10000.0,-1.4,78.0,1034.8,2024-12-07 07:00:00,342,7
2.0,4000.0,3.3,83.0,1028.7,2024-12-07 08:00:00,342,8
2.0,4200.0,5.0,82.0,1029.3,2024-12-07 09:00:00,342,9
3.0,3100.0,7.0,77.0,1029.9,2024-12-07 10:00:00,342,10
2.0,3000.0,8.5,74.0,1030.2,2024-12-07 11:00:00,342,11
3.0,3300.0,9.5,63.0,1029.4,2024-12-07 12:00:00,342,12
4.0,3000.0,9.7,65.0,1028.8,2024-12-07 13:00:00,342,13
4.0,3000.0,10.7,65.0,1028.4,2024-12-07 14:00:00,342,14
5.0,3000.0,10.8,65.0,1029.0,2024-12-07 15:00:00,342,15
