wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
2.0,6000.0,8.7,42.0,1031.4,2023-01-01 16:00:00,1,16
2.0,6000.0,7.8,48.0,1031.2,2023-01-01 17:00:00,1,17
2.0,6000.0,6.9,52.0,1032.1,2023-01-01 18:00:00,1,18
2.0,6000.0,6.6,54.0,1032.7,2023-01-01 19:00:00,1,19
2.0,6000.0,6.7,53.0,1033.3,2023-01-01 20:00:00,1,20
0.0,6000.0,6.4,54.0,1034.0,2023-01-01 21:00:00,1,21
1.0,6000.0,6.0,59.0,1034.2,2023-01-01 22:00:00,1,22
0.0,4500.0,5.0,65.0,1034.2,2023-01-01 23:00:00,1,23
1.0,4500.0,5.6,62.0,1034.0,2023-01-02 00:00:00,2,0
1.0,4200.0,5.1,66.0,1034.2,2023-01-02 01:00:00,2,1
2.0,4000.0,4.6,69.0,1034.3,2023-01-02 02:00:00,2,2
3.0,3800.0,4.5,69.0,1034.1,2023-01-02 03:00:00,2,3
1.0,3500.0,3.8,71.0,1033.5,2023-01-02 04:00:00,2,4
1.0,3500.0,3.5,74.0,1033.3,2023-01-02 05:00:00,2,5
2.0,3500.0,3.6,75.0,1033.5,2023-01-02 06:00:00,2,6
2.0,2800.0,3.8,74.0,1034.4,2023-01-02 07:00:00,2,7
2.0,2000.0,3.8,77.0,1034.9,2023-01-02 08:00:00,2,8
3.0,2000.0,4.2,79.0,1035.4,2023-01-02 09:00:00,2,9
4.0,2300.0,4.9,77.0,1035.7,2023-01-02 10:00:00,2,10
4.0,3000.0,5.7,74.0,1035.0,2023-01-02 11:00:00,2,11
3.0,3000.0,6.3,71.0,1034.8,2023-01-02 12:00:00,2,12
2.0,3000.0,6.4,70.0,1034.1,2023-01-02 13:00:00,2,13
3.0,3000.0,7.0,67.0,1033.9,2023-01-02 14:00:00,2,14
3.0,4000.0,7.3,65.0,1033.4,2023-01-02 15:00:00,2,15
