wsd,pv,t,rh,slp,BJ
1.0,5000.0,5.8,61.0,1027.0,2022-01-11 16:00:00
2.0,5000.0,5.0,66.0,1027.0,2022-01-11 17:00:00
1.0,5000.0,3.8,68.0,1026.8,2022-01-11 18:00:00
2.0,3500.0,2.8,77.0,1026.8,2022-01-11 19:00:00
1.0,3500.0,1.6,80.0,1026.7,2022-01-11 20:00:00
2.0,3300.0,0.4,90.0,1026.6,2022-01-11 21:00:00
2.0,2300.0,-0.8,94.0,1026.6,2022-01-11 22:00:00
2.0,2300.0,0.3,93.0,1026.3,2022-01-11 23:00:00
1.0,2300.0,0.8,86.0,1026.2,2022-01-12 00:00:00
0.0,2300.0,-0.4,91.0,1025.7,2022-01-12 01:00:00
1.0,2300.0,-1.4,92.0,1025.5,2022-01-12 02:00:00
2.0,2000.0,-0.9,95.0,1025.2,2022-01-12 03:00:00
2.0,2000.0,-0.9,92.0,1024.9,2022-01-12 04:00:00
2.0,1700.0,-1.0,92.0,1024.7,2022-01-12 05:00:00
1.0,1400.0,-1.3,94.0,1024.5,2022-01-12 06:00:00
2.0,1400.0,-0.8,94.0,1024.6,2022-01-12 07:00:00
3.0,1300.0,-0.4,94.0,1024.7,2022-01-12 08:00:00
2.0,1600.0,2.3,89.0,1024.8,2022-01-12 09:00:00
4.0,2000.0,4.2,82.0,1025.2,2022-01-12 10:00:00
4.0,3000.0,6.2,69.0,1024.8,2022-01-12 11:00:00
3.0,3200.0,7.8,64.0,1023.9,2022-01-12 12:00:00
3.0,5000.0,9.2,54.0,1022.9,2022-01-12 13:00:00
3.0,5000.0,9.7,47.0,1022.5,2022-01-12 14:00:00
3.0,6000.0,9.8,44.0,1022.4,2022-01-12 15:00:00
