wsd,pv,t,rh,slp,BJ
4.0,3200.0,9.5,74.0,1023.0,2021-12-16 16:00:00
4.0,3200.0,9.2,77.0,1023.9,2021-12-16 17:00:00
4.0,2800.0,9.3,83.0,1024.6,2021-12-16 18:00:00
4.0,2400.0,9.3,78.0,1025.3,2021-12-16 19:00:00
4.0,3200.0,9.1,73.0,1026.3,2021-12-16 20:00:00
4.0,3800.0,8.9,71.0,1027.2,2021-12-16 21:00:00
4.0,3800.0,8.8,71.0,1027.9,2021-12-16 22:00:00
4.0,4000.0,8.7,67.0,1028.5,2021-12-16 23:00:00
4.0,5000.0,8.2,64.0,1028.9,2021-12-17 00:00:00
3.0,5000.0,6.1,71.0,1028.9,2021-12-17 01:00:00
3.0,6000.0,5.1,73.0,1029.8,2021-12-17 02:00:00
3.0,6000.0,4.6,73.0,1030.1,2021-12-17 03:00:00
3.0,5000.0,5.0,69.0,1030.3,2021-12-17 04:00:00
4.0,5000.0,3.3,76.0,1030.7,2021-12-17 05:00:00
4.0,5000.0,2.0,82.0,1031.2,2021-12-17 06:00:00
3.0,4000.0,1.1,84.0,1032.1,2021-12-17 07:00:00
3.0,3500.0,1.7,85.0,1033.2,2021-12-17 08:00:00
3.0,5000.0,4.4,76.0,1034.3,2021-12-17 09:00:00
2.0,8000.0,7.0,54.0,1034.6,2021-12-17 10:00:00
5.0,10000.0,9.4,34.0,1034.9,2021-12-17 11:00:00
7.0,10000.0,9.0,45.0,1034.5,2021-12-17 12:00:00
6.0,10000.0,8.4,39.0,1034.4,2021-12-17 13:00:00
7.0,10000.0,8.1,29.0,1034.1,2021-12-17 14:00:00
8.0,10000.0,7.9,30.0,1033.9,2021-12-17 15:00:00
