wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
5.0,6000.0,10.5,29.0,1030.7,2024-12-26 16:00:00,361,16
3.0,5000.0,8.4,40.0,1030.8,2024-12-26 17:00:00,361,17
3.0,6000.0,7.5,39.0,1031.2,2024-12-26 18:00:00,361,18
4.0,6000.0,6.4,46.0,1031.8,2024-12-26 19:00:00,361,19
4.0,6000.0,5.5,50.0,1032.2,2024-12-26 20:00:00,361,20
3.0,7000.0,4.4,44.0,1032.7,2024-12-26 21:00:00,361,21
3.0,10000.0,3.8,40.0,1033.4,2024-12-26 22:00:00,361,22
3.0,10000.0,3.1,44.0,1033.4,2024-12-26 23:00:00,361,23
2.0,10000.0,1.6,52.0,1033.1,2024-12-27 00:00:00,362,0
3.0,5000.0,-0.9,67.0,1036.9,2024-12-27 01:00:00,362,1
2.0,5000.0,-1.0,63.0,1036.5,2024-12-27 02:00:00,362,2
0.0,4500.0,-1.7,71.0,1036.1,2024-12-27 03:00:00,362,3
1.0,4000.0,-2.3,72.0,1036.1,2024-12-27 04:00:00,362,4
3.0,4000.0,-2.2,73.0,1035.9,2024-12-27 05:00:00,362,5
3.0,5000.0,-1.9,71.0,1036.1,2024-12-27 06:00:00,362,6
3.0,5000.0,-2.2,71.0,1036.5,2024-12-27 07:00:00,362,7
1.0,10000.0,-2.6,82.0,1034.0,2024-12-27 08:00:00,362,8
3.0,10000.0,0.9,71.0,1034.7,2024-12-27 09:00:00,362,9
2.0,10000.0,4.7,57.0,1034.6,2024-12-27 10:00:00,362,10
2.0,10000.0,6.7,43.0,1034.7,2024-12-27 11:00:00,362,11
1.0,10000.0,7.8,32.0,1033.2,2024-12-27 12:00:00,362,12
2.0,10000.0,8.6,34.0,1032.5,2024-12-27 13:00:00,362,13
5.0,10000.0,8.4,30.0,1032.5,2024-12-27 14:00:00,362,14
5.0,10000.0,8.2,29.0,1032.4,2024-12-27 15:00:00,362,15
