wsd,pv,t,rh,slp,BJ
3.0,10000.0,26.6,41.0,1019.0,2023-10-30 16:00:00
3.0,10000.0,24.9,48.0,1019.2,2023-10-30 17:00:00
3.0,10000.0,21.8,56.0,1019.5,2023-10-30 18:00:00
3.0,10000.0,19.4,61.0,1019.9,2023-10-30 19:00:00
3.0,10000.0,19.2,59.0,1020.2,2023-10-30 20:00:00
3.0,10000.0,18.0,67.0,1020.7,2023-10-30 21:00:00
3.0,10000.0,18.1,66.0,1020.9,2023-10-30 22:00:00
3.0,8000.0,17.6,70.0,1021.0,2023-10-30 23:00:00
3.0,8000.0,17.4,69.0,1021.0,2023-10-31 00:00:00
3.0,8000.0,17.3,68.0,1020.9,2023-10-31 01:00:00
4.0,7000.0,16.7,73.0,1020.8,2023-10-31 02:00:00
3.0,6000.0,16.2,76.0,1020.4,2023-10-31 03:00:00
4.0,6000.0,15.8,76.0,1020.0,2023-10-31 04:00:00
3.0,5000.0,14.9,80.0,1020.5,2023-10-31 05:00:00
3.0,5000.0,15.4,79.0,1020.8,2023-10-31 06:00:00
1.0,4000.0,15.8,77.0,1021.6,2023-10-31 07:00:00
2.0,4000.0,18.9,70.0,1022.2,2023-10-31 08:00:00
2.0,5000.0,21.9,59.0,1022.3,2023-10-31 09:00:00
2.0,8000.0,24.5,50.0,1022.0,2023-10-31 10:00:00
2.0,10000.0,26.0,44.0,1021.9,2023-10-31 11:00:00
3.0,10000.0,27.2,41.0,1021.0,2023-10-31 12:00:00
3.0,10000.0,28.2,35.0,1019.5,2023-10-31 13:00:00
4.0,10000.0,28.7,32.0,1018.9,2023-10-31 14:00:00
4.0,10000.0,29.2,29.0,1018.5,2023-10-31 15:00:00
