wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
2.0,7000.0,4.6,53.0,1029.5,2022-12-26 16:00:00,360,16
1.0,7000.0,3.3,58.0,1029.8,2022-12-26 17:00:00,360,17
0.0,7000.0,2.3,56.0,1030.2,2022-12-26 18:00:00,360,18
1.0,7000.0,0.1,74.0,1030.1,2022-12-26 19:00:00,360,19
0.0,6000.0,0.6,67.0,1030.4,2022-12-26 20:00:00,360,20
0.0,6000.0,-0.1,74.0,1030.7,2022-12-26 21:00:00,360,21
1.0,7000.0,0.6,71.0,1031.1,2022-12-26 22:00:00,360,22
0.0,6000.0,-0.8,82.0,1031.6,2022-12-26 23:00:00,360,23
1.0,6000.0,-1.3,78.0,1031.5,2022-12-27 00:00:00,361,0
1.0,5000.0,-1.2,76.0,1031.5,2022-12-27 01:00:00,361,1
2.0,5000.0,-3.1,88.0,1031.6,2022-12-27 02:00:00,361,2
1.0,4500.0,-1.8,83.0,1031.8,2022-12-27 03:00:00,361,3
1.0,4000.0,-3.4,85.0,1031.5,2022-12-27 04:00:00,361,4
1.0,3500.0,-2.4,88.0,1031.2,2022-12-27 05:00:00,361,5
2.0,3000.0,-3.2,87.0,1031.6,2022-12-27 06:00:00,361,6
1.0,2500.0,-3.8,92.0,1032.1,2022-12-27 07:00:00,361,7
1.0,2500.0,-2.6,85.0,1032.7,2022-12-27 08:00:00,361,8
0.0,2500.0,-1.2,89.0,1032.9,2022-12-27 09:00:00,361,9
1.0,3500.0,1.5,73.0,1033.2,2022-12-27 10:00:00,361,10
1.0,5000.0,4.2,54.0,1032.7,2022-12-27 11:00:00,361,11
1.0,5000.0,5.6,43.0,1032.3,2022-12-27 12:00:00,361,12
2.0,5000.0,6.0,47.0,1031.5,2022-12-27 13:00:00,361,13
3.0,5000.0,6.1,47.0,1030.9,2022-12-27 14:00:00,361,14
3.0,4500.0,5.8,50.0,1030.5,2022-12-27 15:00:00,361,15
