wsd,pv,t,rh,slp,BJ
4.0,10000.0,17.6,76.0,1008.9,2023-01-12 16:00:00
2.0,10000.0,17.1,79.0,1009.0,2023-01-12 17:00:00
3.0,10000.0,16.1,83.0,1009.5,2023-01-12 18:00:00
3.0,10000.0,15.2,87.0,1009.7,2023-01-12 19:00:00
2.0,10000.0,14.3,89.0,1009.9,2023-01-12 20:00:00
3.0,7000.0,12.8,93.0,1010.1,2023-01-12 21:00:00
1.0,5000.0,12.5,95.0,1010.0,2023-01-12 22:00:00
3.0,3000.0,11.3,97.0,1010.1,2023-01-12 23:00:00
0.0,2300.0,10.0,98.0,1010.3,2023-01-13 00:00:00
1.0,700.0,9.0,98.0,1010.3,2023-01-13 01:00:00
2.0,300.0,9.3,98.0,1010.5,2023-01-13 02:00:00
2.0,300.0,9.8,98.0,1010.5,2023-01-13 03:00:00
2.0,300.0,9.7,98.0,1010.7,2023-01-13 04:00:00
2.0,300.0,9.8,99.0,1010.3,2023-01-13 05:00:00
1.0,150.0,9.8,99.0,1011.2,2023-01-13 06:00:00
2.0,100.0,9.9,99.0,1011.8,2023-01-13 07:00:00
2.0,100.0,10.2,99.0,1012.3,2023-01-13 08:00:00
1.0,100.0,10.6,99.0,1012.4,2023-01-13 09:00:00
3.0,100.0,11.2,99.0,1012.6,2023-01-13 10:00:00
3.0,100.0,11.7,99.0,1012.2,2023-01-13 11:00:00
3.0,150.0,11.7,99.0,1011.9,2023-01-13 12:00:00
3.0,150.0,11.9,99.0,1010.9,2023-01-13 13:00:00
3.0,200.0,12.1,99.0,1010.3,2023-01-13 14:00:00
4.0,400.0,11.8,99.0,1010.3,2023-01-13 15:00:00
