wsd,pv,t,rh,slp,BJ
1.0,10000.0,23.3,28.0,1020.6,2023-10-22 16:00:00
2.0,10000.0,21.8,29.0,1020.6,2023-10-22 17:00:00
2.0,10000.0,20.5,33.0,1021.0,2023-10-22 18:00:00
1.0,10000.0,15.3,67.0,1021.5,2023-10-22 19:00:00
1.0,10000.0,16.0,54.0,1022.1,2023-10-22 20:00:00
1.0,10000.0,12.8,76.0,1022.5,2023-10-22 21:00:00
1.0,10000.0,13.8,61.0,1022.8,2023-10-22 22:00:00
1.0,10000.0,12.6,66.0,1022.6,2023-10-22 23:00:00
1.0,10000.0,12.0,85.0,1022.4,2023-10-23 00:00:00
1.0,10000.0,10.7,86.0,1022.0,2023-10-23 01:00:00
1.0,10000.0,10.6,89.0,1021.8,2023-10-23 02:00:00
1.0,6000.0,10.5,93.0,1021.4,2023-10-23 03:00:00
1.0,6000.0,9.6,91.0,1021.4,2023-10-23 04:00:00
1.0,4000.0,9.4,92.0,1021.8,2023-10-23 05:00:00
0.0,5000.0,9.9,90.0,1022.1,2023-10-23 06:00:00
1.0,5000.0,11.2,90.0,1022.6,2023-10-23 07:00:00
2.0,6000.0,14.8,76.0,1022.9,2023-10-23 08:00:00
3.0,10000.0,17.1,65.0,1023.0,2023-10-23 09:00:00
3.0,10000.0,20.0,51.0,1022.8,2023-10-23 10:00:00
3.0,10000.0,22.0,43.0,1022.2,2023-10-23 11:00:00
2.0,10000.0,23.0,38.0,1021.2,2023-10-23 12:00:00
3.0,10000.0,23.5,35.0,1020.0,2023-10-23 13:00:00
3.0,10000.0,24.1,34.0,1019.1,2023-10-23 14:00:00
3.0,10000.0,24.4,34.0,1018.6,2023-10-23 15:00:00
