wsd,pv,t,rh,slp,BJ
4.0,8000.0,8.2,70.0,1022.6,2023-01-22 16:00:00
2.0,7000.0,7.5,74.0,1022.4,2023-01-22 17:00:00
2.0,5000.0,5.7,83.0,1022.5,2023-01-22 18:00:00
2.0,6000.0,4.5,88.0,1023.0,2023-01-22 19:00:00
2.0,6000.0,4.3,89.0,1024.1,2023-01-22 20:00:00
3.0,5000.0,3.4,89.0,1025.0,2023-01-22 21:00:00
3.0,4900.0,2.8,91.0,1025.6,2023-01-22 22:00:00
3.0,4900.0,2.5,90.0,1025.8,2023-01-22 23:00:00
3.0,7000.0,2.6,90.0,1024.5,2023-01-23 00:00:00
3.0,9000.0,3.6,86.0,1024.8,2023-01-23 01:00:00
3.0,10000.0,3.8,85.0,1024.6,2023-01-23 02:00:00
3.0,10000.0,3.9,84.0,1024.6,2023-01-23 03:00:00
1.0,10000.0,3.9,84.0,1024.3,2023-01-23 04:00:00
2.0,10000.0,4.1,83.0,1024.7,2023-01-23 05:00:00
3.0,10000.0,4.1,83.0,1024.8,2023-01-23 06:00:00
3.0,10000.0,4.0,84.0,1025.5,2023-01-23 07:00:00
2.0,10000.0,3.9,84.0,1026.1,2023-01-23 08:00:00
2.0,10000.0,4.1,85.0,1027.0,2023-01-23 09:00:00
1.0,10000.0,5.3,80.0,1027.3,2023-01-23 10:00:00
3.0,10000.0,5.7,77.0,1027.1,2023-01-23 11:00:00
4.0,10000.0,6.5,78.0,1026.6,2023-01-23 12:00:00
4.0,10000.0,6.3,79.0,1026.2,2023-01-23 13:00:00
4.0,10000.0,6.4,77.0,1026.0,2023-01-23 14:00:00
5.0,10000.0,6.8,75.0,1026.1,2023-01-23 15:00:00
