wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
2.0,10000.0,6.0,47.0,1029.3,2024-12-23 16:00:00,358,16
2.0,10000.0,6.0,50.0,1029.8,2024-12-23 17:00:00,358,17
2.0,10000.0,5.6,52.0,1030.3,2024-12-23 18:00:00,358,18
1.0,10000.0,4.9,55.0,1030.8,2024-12-23 19:00:00,358,19
2.0,10000.0,4.1,61.0,1031.1,2024-12-23 20:00:00,358,20
2.0,10000.0,5.0,56.0,1031.4,2024-12-23 21:00:00,358,21
2.0,10000.0,4.0,64.0,1032.2,2024-12-23 22:00:00,358,22
2.0,10000.0,4.2,62.0,1032.2,2024-12-23 23:00:00,358,23
2.0,10000.0,3.7,65.0,1032.1,2024-12-24 00:00:00,359,0
0.0,7000.0,3.1,71.0,1028.3,2024-12-24 01:00:00,359,1
1.0,7000.0,3.5,70.0,1028.4,2024-12-24 02:00:00,359,2
1.0,7000.0,4.2,62.0,1028.0,2024-12-24 03:00:00,359,3
1.0,7000.0,4.7,61.0,1027.3,2024-12-24 04:00:00,359,4
1.0,7000.0,4.3,66.0,1027.7,2024-12-24 05:00:00,359,5
2.0,6000.0,4.1,68.0,1027.6,2024-12-24 06:00:00,359,6
1.0,5000.0,3.5,74.0,1028.0,2024-12-24 07:00:00,359,7
2.0,6000.0,-1.0,84.0,1032.3,2024-12-24 08:00:00,359,8
2.0,8000.0,2.7,72.0,1032.2,2024-12-24 09:00:00,359,9
3.0,10000.0,5.3,51.0,1032.4,2024-12-24 10:00:00,359,10
1.0,10000.0,7.5,44.0,1032.1,2024-12-24 11:00:00,359,11
1.0,10000.0,8.0,44.0,1030.8,2024-12-24 12:00:00,359,12
1.0,10000.0,8.3,42.0,1029.4,2024-12-24 13:00:00,359,13
1.0,9000.0,8.6,41.0,1028.7,2024-12-24 14:00:00,359,14
1.0,9000.0,8.7,41.0,1028.0,2024-12-24 15:00:00,359,15
