wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
5.0,7000.0,7.6,95.0,1016.2,2023-02-12 16:00:00,43,16
3.0,6000.0,7.6,94.0,1016.6,2023-02-12 17:00:00,43,17
4.0,6000.0,7.5,94.0,1016.7,2023-02-12 18:00:00,43,18
5.0,4400.0,7.0,96.0,1017.8,2023-02-12 19:00:00,43,19
4.0,5000.0,6.7,96.0,1018.7,2023-02-12 20:00:00,43,20
4.0,6000.0,6.3,94.0,1019.8,2023-02-12 21:00:00,43,21
5.0,7000.0,5.9,95.0,1020.1,2023-02-12 22:00:00,43,22
6.0,8000.0,5.4,92.0,1020.8,2023-02-12 23:00:00,43,23
5.0,4500.0,5.1,95.0,1021.7,2023-02-13 00:00:00,44,0
6.0,3600.0,4.9,95.0,1022.5,2023-02-13 01:00:00,44,1
5.0,4000.0,4.7,96.0,1022.9,2023-02-13 02:00:00,44,2
6.0,4000.0,4.5,95.0,1023.4,2023-02-13 03:00:00,44,3
6.0,3500.0,4.1,95.0,1024.3,2023-02-13 04:00:00,44,4
7.0,3800.0,3.1,95.0,1024.8,2023-02-13 05:00:00,44,5
6.0,5000.0,2.7,94.0,1025.4,2023-02-13 06:00:00,44,6
5.0,5000.0,2.5,95.0,1026.4,2023-02-13 07:00:00,44,7
5.0,2300.0,2.4,96.0,1027.5,2023-02-13 08:00:00,44,8
5.0,2400.0,2.3,96.0,1028.1,2023-02-13 09:00:00,44,9
6.0,3000.0,2.6,93.0,1028.6,2023-02-13 10:00:00,44,10
6.0,2000.0,2.5,93.0,1029.2,2023-02-13 11:00:00,44,11
7.0,3200.0,2.8,91.0,1028.6,2023-02-13 12:00:00,44,12
5.0,4000.0,2.7,90.0,1028.2,2023-02-13 13:00:00,44,13
5.0,5000.0,2.9,87.0,1027.7,2023-02-13 14:00:00,44,14
5.0,5000.0,3.2,85.0,1027.8,2023-02-13 15:00:00,44,15
