wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
4.0,3500.0,12.0,93.0,1018.6,2021-04-03 16:00:00,93,16
4.0,3000.0,12.0,92.0,1019.5,2021-04-03 17:00:00,93,17
3.0,1900.0,11.7,95.0,1019.8,2021-04-03 18:00:00,93,18
3.0,1600.0,11.5,97.0,1020.1,2021-04-03 19:00:00,93,19
5.0,4500.0,10.9,94.0,1021.4,2021-04-03 20:00:00,93,20
4.0,5000.0,10.6,93.0,1022.5,2021-04-03 21:00:00,93,21
3.0,5000.0,10.6,91.0,1023.2,2021-04-03 22:00:00,93,22
5.0,6000.0,10.3,88.0,1023.5,2021-04-03 23:00:00,93,23
3.0,6000.0,10.0,87.0,1023.7,2021-04-04 00:00:00,94,0
4.0,6000.0,9.9,85.0,1023.8,2021-04-04 01:00:00,94,1
4.0,7000.0,9.7,83.0,1023.9,2021-04-04 02:00:00,94,2
4.0,10000.0,9.5,77.0,1024.0,2021-04-04 03:00:00,94,3
3.0,10000.0,8.9,63.0,1023.9,2021-04-04 04:00:00,94,4
3.0,10000.0,8.3,75.0,1024.4,2021-04-04 05:00:00,94,5
3.0,10000.0,7.8,72.0,1025.4,2021-04-04 06:00:00,94,6
3.0,10000.0,8.2,68.0,1026.3,2021-04-04 07:00:00,94,7
4.0,10000.0,9.7,50.0,1027.0,2021-04-04 08:00:00,94,8
5.0,10000.0,11.1,44.0,1027.4,2021-04-04 09:00:00,94,9
5.0,10000.0,12.6,43.0,1026.8,2021-04-04 10:00:00,94,10
5.0,10000.0,14.0,35.0,1026.5,2021-04-04 11:00:00,94,11
6.0,10000.0,14.2,30.0,1026.0,2021-04-04 12:00:00,94,12
6.0,30000.0,15.3,29.0,1025.2,2021-04-04 13:00:00,94,13
5.0,30000.0,16.1,33.0,1024.5,2021-04-04 14:00:00,94,14
6.0,30000.0,16.3,30.0,1024.1,2021-04-04 15:00:00,94,15
