wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
4.0,4000.0,8.3,66.0,1026.5,2021-01-04 16:00:00,4,16
3.0,3400.0,7.0,74.0,1027.0,2021-01-04 17:00:00,4,17
3.0,3000.0,5.7,82.0,1028.1,2021-01-04 18:00:00,4,18
3.0,2800.0,5.5,87.0,1028.7,2021-01-04 19:00:00,4,19
3.0,2800.0,5.8,87.0,1029.0,2021-01-04 20:00:00,4,20
3.0,2800.0,5.6,88.0,1029.3,2021-01-04 21:00:00,4,21
3.0,2800.0,5.6,89.0,1029.6,2021-01-04 22:00:00,4,22
2.0,2800.0,5.5,88.0,1029.3,2021-01-04 23:00:00,4,23
3.0,2800.0,5.1,88.0,1029.2,2021-01-05 00:00:00,5,0
3.0,2300.0,3.8,91.0,1028.8,2021-01-05 01:00:00,5,1
3.0,1800.0,2.9,95.0,1029.2,2021-01-05 02:00:00,5,2
2.0,1800.0,2.8,95.0,1029.4,2021-01-05 03:00:00,5,3
3.0,900.0,2.8,95.0,1029.8,2021-01-05 04:00:00,5,4
4.0,1200.0,3.6,95.0,1030.1,2021-01-05 05:00:00,5,5
3.0,1600.0,4.1,93.0,1030.5,2021-01-05 06:00:00,5,6
4.0,2400.0,4.5,90.0,1031.8,2021-01-05 07:00:00,5,7
6.0,1700.0,4.1,89.0,1032.3,2021-01-05 08:00:00,5,8
4.0,1400.0,3.8,83.0,1033.1,2021-01-05 09:00:00,5,9
5.0,1700.0,4.3,80.0,1033.0,2021-01-05 10:00:00,5,10
5.0,1800.0,4.3,78.0,1032.5,2021-01-05 11:00:00,5,11
5.0,1900.0,3.8,79.0,1032.0,2021-01-05 12:00:00,5,12
6.0,1900.0,3.3,80.0,1031.3,2021-01-05 13:00:00,5,13
6.0,2200.0,2.6,81.0,1031.2,2021-01-05 14:00:00,5,14
5.0,2200.0,1.9,88.0,1031.8,2021-01-05 15:00:00,5,15
