wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
2.0,6000.0,9.9,42.0,1022.3,2022-01-12 16:00:00,12,16
2.0,7000.0,8.9,46.0,1022.5,2022-01-12 17:00:00,12,17
2.0,7000.0,7.8,51.0,1023.2,2022-01-12 18:00:00,12,18
2.0,7000.0,6.6,55.0,1023.8,2022-01-12 19:00:00,12,19
3.0,6000.0,4.8,69.0,1024.8,2022-01-12 20:00:00,12,20
7.0,5000.0,5.1,67.0,1025.8,2022-01-12 21:00:00,12,21
7.0,4000.0,4.1,74.0,1026.4,2022-01-12 22:00:00,12,22
7.0,3200.0,2.7,81.0,1027.3,2022-01-12 23:00:00,12,23
5.0,3000.0,1.5,83.0,1028.1,2022-01-13 00:00:00,13,0
5.0,2600.0,0.6,85.0,1028.7,2022-01-13 01:00:00,13,1
5.0,2600.0,0.4,86.0,1029.1,2022-01-13 02:00:00,13,2
4.0,2400.0,0.1,88.0,1029.7,2022-01-13 03:00:00,13,3
5.0,2000.0,-0.2,89.0,1030.2,2022-01-13 04:00:00,13,4
4.0,1800.0,-0.9,91.0,1030.7,2022-01-13 05:00:00,13,5
4.0,1400.0,-1.1,92.0,1031.4,2022-01-13 06:00:00,13,6
3.0,1400.0,-1.8,92.0,1031.9,2022-01-13 07:00:00,13,7
3.0,1400.0,-2.0,93.0,1032.3,2022-01-13 08:00:00,13,8
3.0,2300.0,-0.4,87.0,1033.4,2022-01-13 09:00:00,13,9
3.0,3000.0,1.3,71.0,1034.2,2022-01-13 10:00:00,13,10
3.0,5000.0,2.3,62.0,1033.3,2022-01-13 11:00:00,13,11
3.0,6000.0,3.9,44.0,1032.6,2022-01-13 12:00:00,13,12
3.0,6000.0,4.5,39.0,1031.3,2022-01-13 13:00:00,13,13
4.0,10000.0,4.8,32.0,1030.5,2022-01-13 14:00:00,13,14
3.0,10000.0,4.7,31.0,1030.0,2022-01-13 15:00:00,13,15
