wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
2.0,10000.0,7.8,30.0,1030.7,2024-12-08 16:00:00,343,16
2.0,10000.0,6.5,34.0,1030.4,2024-12-08 17:00:00,343,17
2.0,10000.0,4.4,45.0,1030.6,2024-12-08 18:00:00,343,18
2.0,10000.0,3.8,50.0,1030.4,2024-12-08 19:00:00,343,19
2.0,10000.0,2.4,59.0,1030.4,2024-12-08 20:00:00,343,20
1.0,10000.0,2.5,62.0,1030.6,2024-12-08 21:00:00,343,21
1.0,10000.0,2.3,66.0,1030.7,2024-12-08 22:00:00,343,22
2.0,10000.0,2.2,65.0,1030.6,2024-12-08 23:00:00,343,23
1.0,10000.0,1.7,68.0,1030.4,2024-12-09 00:00:00,344,0
2.0,10000.0,5.6,61.0,1025.2,2024-12-09 01:00:00,344,1
3.0,10000.0,5.4,61.0,1024.9,2024-12-09 02:00:00,344,2
3.0,10000.0,5.3,62.0,1024.8,2024-12-09 03:00:00,344,3
4.0,10000.0,5.1,63.0,1024.4,2024-12-09 04:00:00,344,4
2.0,10000.0,4.7,66.0,1024.4,2024-12-09 05:00:00,344,5
3.0,10000.0,4.9,62.0,1024.3,2024-12-09 06:00:00,344,6
2.0,10000.0,4.8,63.0,1024.8,2024-12-09 07:00:00,344,7
3.0,10000.0,3.4,55.0,1028.0,2024-12-09 08:00:00,344,8
3.0,10000.0,4.0,53.0,1028.1,2024-12-09 09:00:00,344,9
3.0,10000.0,4.8,50.0,1028.1,2024-12-09 10:00:00,344,10
2.0,10000.0,6.0,48.0,1027.6,2024-12-09 11:00:00,344,11
2.0,10000.0,6.8,47.0,1026.5,2024-12-09 12:00:00,344,12
2.0,10000.0,7.7,44.0,1025.2,2024-12-09 13:00:00,344,13
2.0,10000.0,7.8,45.0,1024.2,2024-12-09 14:00:00,344,14
2.0,10000.0,7.6,46.0,1024.0,2024-12-09 15:00:00,344,15
