wsd,pv,t,rh,slp,BJ
4.0,10000.0,18.7,13.0,1018.5,2023-03-13 16:00:00
4.0,10000.0,18.4,14.0,1017.5,2023-03-13 17:00:00
5.0,10000.0,16.2,24.0,1017.3,2023-03-13 18:00:00
4.0,10000.0,14.2,29.0,1016.9,2023-03-13 19:00:00
5.0,10000.0,12.9,37.0,1016.5,2023-03-13 20:00:00
6.0,10000.0,12.9,33.0,1016.2,2023-03-13 21:00:00
5.0,10000.0,12.3,34.0,1015.9,2023-03-13 22:00:00
5.0,10000.0,10.8,40.0,1015.5,2023-03-13 23:00:00
4.0,10000.0,9.1,44.0,1015.1,2023-03-14 00:00:00
5.0,10000.0,10.6,39.0,1014.1,2023-03-14 01:00:00
4.0,10000.0,8.5,46.0,1013.7,2023-03-14 02:00:00
5.0,10000.0,8.0,52.0,1012.8,2023-03-14 03:00:00
5.0,10000.0,8.0,53.0,1012.2,2023-03-14 04:00:00
4.0,10000.0,7.8,53.0,1012.2,2023-03-14 05:00:00
4.0,10000.0,8.4,53.0,1012.0,2023-03-14 06:00:00
4.0,10000.0,9.3,52.0,1012.2,2023-03-14 07:00:00
6.0,10000.0,13.6,42.0,1012.4,2023-03-14 08:00:00
7.0,10000.0,16.3,36.0,1012.5,2023-03-14 09:00:00
7.0,10000.0,19.4,30.0,1011.9,2023-03-14 10:00:00
6.0,10000.0,21.4,26.0,1011.4,2023-03-14 11:00:00
6.0,10000.0,22.7,24.0,1010.6,2023-03-14 12:00:00
6.0,10000.0,23.4,23.0,1009.6,2023-03-14 13:00:00
6.0,10000.0,24.2,25.0,1008.4,2023-03-14 14:00:00
5.0,10000.0,24.9,23.0,1007.7,2023-03-14 15:00:00
