wsd,pv,t,rh,slp,BJ
3.0,10000.0,20.8,24.0,1018.8,2023-01-08 16:00:00
2.0,10000.0,17.8,30.0,1019.3,2023-01-08 17:00:00
3.0,10000.0,15.5,35.0,1019.9,2023-01-08 18:00:00
2.0,10000.0,13.8,41.0,1020.3,2023-01-08 19:00:00
1.0,10000.0,10.9,48.0,1020.7,2023-01-08 20:00:00
2.0,10000.0,9.2,55.0,1021.0,2023-01-08 21:00:00
2.0,10000.0,8.6,56.0,1021.2,2023-01-08 22:00:00
1.0,10000.0,7.7,60.0,1021.3,2023-01-08 23:00:00
1.0,10000.0,8.7,53.0,1021.5,2023-01-09 00:00:00
2.0,10000.0,3.8,77.0,1021.9,2023-01-09 01:00:00
0.0,10000.0,5.7,68.0,1022.3,2023-01-09 02:00:00
2.0,7000.0,5.3,71.0,1022.4,2023-01-09 03:00:00
2.0,5000.0,2.0,88.0,1022.2,2023-01-09 04:00:00
1.0,5000.0,3.2,81.0,1022.3,2023-01-09 05:00:00
1.0,5000.0,3.5,76.0,1022.9,2023-01-09 06:00:00
2.0,5000.0,3.6,77.0,1023.8,2023-01-09 07:00:00
2.0,3000.0,2.4,87.0,1024.6,2023-01-09 08:00:00
2.0,3000.0,5.8,84.0,1025.6,2023-01-09 09:00:00
2.0,4000.0,8.8,67.0,1026.2,2023-01-09 10:00:00
3.0,4500.0,12.1,53.0,1026.3,2023-01-09 11:00:00
3.0,4500.0,13.8,49.0,1025.9,2023-01-09 12:00:00
4.0,4000.0,15.2,44.0,1025.5,2023-01-09 13:00:00
4.0,4000.0,15.7,44.0,1025.2,2023-01-09 14:00:00
5.0,4000.0,15.4,46.0,1025.4,2023-01-09 15:00:00
