wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
5.0,6000.0,20.2,56.0,1007.3,2021-03-30 16:00:00,89,16
5.0,7000.0,19.6,53.0,1006.9,2021-03-30 17:00:00,89,17
4.0,5000.0,19.1,54.0,1007.2,2021-03-30 18:00:00,89,18
5.0,6000.0,18.8,51.0,1007.5,2021-03-30 19:00:00,89,19
6.0,6000.0,18.1,53.0,1007.1,2021-03-30 20:00:00,89,20
2.0,4500.0,16.2,68.0,1008.8,2021-03-30 21:00:00,89,21
3.0,4500.0,15.3,77.0,1008.4,2021-03-30 22:00:00,89,22
5.0,5000.0,14.9,74.0,1007.6,2021-03-30 23:00:00,89,23
7.0,5000.0,14.4,74.0,1006.7,2021-03-31 00:00:00,90,0
2.0,5000.0,14.5,69.0,1005.6,2021-03-31 01:00:00,90,1
3.0,6000.0,14.3,69.0,1005.4,2021-03-31 02:00:00,90,2
4.0,5000.0,14.1,76.0,1005.0,2021-03-31 03:00:00,90,3
2.0,4500.0,12.9,88.0,1006.1,2021-03-31 04:00:00,90,4
5.0,5000.0,12.1,89.0,1005.1,2021-03-31 05:00:00,90,5
4.0,5000.0,12.0,89.0,1004.8,2021-03-31 06:00:00,90,6
2.0,6000.0,12.2,88.0,1005.8,2021-03-31 07:00:00,90,7
4.0,6000.0,12.6,86.0,1007.0,2021-03-31 08:00:00,90,8
5.0,6000.0,12.6,86.0,1007.4,2021-03-31 09:00:00,90,9
6.0,5000.0,13.2,82.0,1007.6,2021-03-31 10:00:00,90,10
6.0,4000.0,13.8,82.0,1007.7,2021-03-31 11:00:00,90,11
4.0,4000.0,14.2,81.0,1007.4,2021-03-31 12:00:00,90,12
5.0,4000.0,14.6,81.0,1006.6,2021-03-31 13:00:00,90,13
4.0,4000.0,15.0,77.0,1006.6,2021-03-31 14:00:00,90,14
4.0,4000.0,15.1,75.0,1006.1,2021-03-31 15:00:00,90,15
