wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
3.0,10000.0,22.3,17.0,1023.3,2023-03-04 16:00:00,63,16
2.0,10000.0,21.6,19.0,1023.0,2023-03-04 17:00:00,63,17
4.0,9000.0,18.4,34.0,1023.3,2023-03-04 18:00:00,63,18
3.0,7000.0,15.6,41.0,1023.8,2023-03-04 19:00:00,63,19
4.0,7000.0,13.4,49.0,1024.4,2023-03-04 20:00:00,63,20
4.0,7000.0,13.8,46.0,1024.6,2023-03-04 21:00:00,63,21
4.0,8000.0,13.2,47.0,1024.9,2023-03-04 22:00:00,63,22
4.0,8000.0,11.4,53.0,1024.9,2023-03-04 23:00:00,63,23
4.0,8000.0,10.9,55.0,1025.0,2023-03-05 00:00:00,64,0
2.0,8000.0,10.7,54.0,1024.9,2023-03-05 01:00:00,64,1
3.0,8000.0,9.6,60.0,1024.6,2023-03-05 02:00:00,64,2
3.0,8000.0,8.7,63.0,1024.2,2023-03-05 03:00:00,64,3
1.0,7000.0,8.6,63.0,1024.0,2023-03-05 04:00:00,64,4
3.0,6000.0,7.4,71.0,1024.1,2023-03-05 05:00:00,64,5
4.0,6000.0,8.6,67.0,1024.4,2023-03-05 06:00:00,64,6
3.0,5000.0,7.9,71.0,1024.7,2023-03-05 07:00:00,64,7
3.0,5000.0,11.7,63.0,1025.3,2023-03-05 08:00:00,64,8
3.0,7000.0,15.6,47.0,1025.7,2023-03-05 09:00:00,64,9
3.0,9000.0,18.7,38.0,1025.7,2023-03-05 10:00:00,64,10
3.0,10000.0,20.8,32.0,1025.1,2023-03-05 11:00:00,64,11
2.0,10000.0,22.0,29.0,1024.4,2023-03-05 12:00:00,64,12
2.0,10000.0,22.6,26.0,1023.1,2023-03-05 13:00:00,64,13
2.0,10000.0,23.9,23.0,1022.1,2023-03-05 14:00:00,64,14
3.0,10000.0,24.0,17.0,1021.5,2023-03-05 15:00:00,64,15
