wsd,pv,t,rh,slp,BJ
4.0,10000.0,24.4,37.0,1021.7,2022-10-22 16:00:00
3.0,10000.0,22.7,43.0,1021.9,2022-10-22 17:00:00
3.0,8000.0,18.2,61.0,1022.3,2022-10-22 18:00:00
2.0,7000.0,17.7,65.0,1022.9,2022-10-22 19:00:00
1.0,6000.0,16.3,72.0,1023.3,2022-10-22 20:00:00
1.0,5500.0,14.7,86.0,1023.5,2022-10-22 21:00:00
1.0,5500.0,14.1,89.0,1023.8,2022-10-22 22:00:00
0.0,5500.0,14.4,83.0,1024.0,2022-10-22 23:00:00
2.0,5000.0,12.1,90.0,1023.7,2022-10-23 00:00:00
2.0,5000.0,12.2,91.0,1023.6,2022-10-23 01:00:00
1.0,6000.0,12.7,88.0,1023.4,2022-10-23 02:00:00
1.0,5000.0,11.9,91.0,1023.4,2022-10-23 03:00:00
0.0,4000.0,12.8,85.0,1023.4,2022-10-23 04:00:00
0.0,4000.0,11.9,91.0,1023.8,2022-10-23 05:00:00
0.0,3000.0,10.7,94.0,1024.2,2022-10-23 06:00:00
3.0,2500.0,10.3,94.0,1024.9,2022-10-23 07:00:00
1.0,4000.0,15.0,85.0,1025.3,2022-10-23 08:00:00
3.0,5000.0,18.4,71.0,1025.7,2022-10-23 09:00:00
4.0,8000.0,20.8,58.0,1025.6,2022-10-23 10:00:00
3.0,10000.0,22.3,50.0,1025.6,2022-10-23 11:00:00
3.0,10000.0,23.4,45.0,1024.9,2022-10-23 12:00:00
3.0,10000.0,24.1,44.0,1023.9,2022-10-23 13:00:00
2.0,8000.0,24.4,44.0,1023.2,2022-10-23 14:00:00
4.0,7000.0,24.1,45.0,1022.7,2022-10-23 15:00:00
