wsd,pv,t,rh,slp,BJ
2.0,10000.0,23.0,39.0,1020.2,2022-11-07 16:00:00
2.0,10000.0,21.3,45.0,1020.6,2022-11-07 17:00:00
2.0,10000.0,18.4,55.0,1020.9,2022-11-07 18:00:00
2.0,10000.0,17.1,58.0,1021.3,2022-11-07 19:00:00
1.0,10000.0,15.5,65.0,1022.0,2022-11-07 20:00:00
3.0,10000.0,14.9,66.0,1022.3,2022-11-07 21:00:00
3.0,10000.0,15.7,59.0,1022.6,2022-11-07 22:00:00
2.0,10000.0,14.0,65.0,1022.8,2022-11-07 23:00:00
3.0,10000.0,14.3,64.0,1022.8,2022-11-08 00:00:00
2.0,10000.0,13.2,70.0,1023.0,2022-11-08 01:00:00
2.0,10000.0,13.0,72.0,1022.9,2022-11-08 02:00:00
2.0,8000.0,11.2,80.0,1023.0,2022-11-08 03:00:00
2.0,7000.0,12.4,75.0,1022.9,2022-11-08 04:00:00
3.0,6000.0,11.6,78.0,1023.1,2022-11-08 05:00:00
3.0,6000.0,11.7,80.0,1023.5,2022-11-08 06:00:00
3.0,5000.0,11.9,80.0,1023.6,2022-11-08 07:00:00
3.0,5000.0,13.7,74.0,1024.3,2022-11-08 08:00:00
4.0,6000.0,16.7,67.0,1024.7,2022-11-08 09:00:00
5.0,6000.0,18.5,60.0,1024.5,2022-11-08 10:00:00
4.0,7000.0,20.4,51.0,1024.0,2022-11-08 11:00:00
3.0,9000.0,22.3,46.0,1023.0,2022-11-08 12:00:00
3.0,9000.0,22.4,42.0,1022.0,2022-11-08 13:00:00
2.0,10000.0,23.2,40.0,1021.2,2022-11-08 14:00:00
3.0,10000.0,22.9,40.0,1020.9,2022-11-08 15:00:00
