wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
3.0,10000.0,15.9,61.0,1023.0,2024-03-26 16:00:00,86,16
2.0,10000.0,16.0,57.0,1022.8,2024-03-26 17:00:00,86,17
3.0,10000.0,15.5,62.0,1022.6,2024-03-26 18:00:00,86,18
3.0,7000.0,14.0,71.0,1022.5,2024-03-26 19:00:00,86,19
5.0,7000.0,13.2,73.0,1022.3,2024-03-26 20:00:00,86,20
4.0,7000.0,12.7,71.0,1022.3,2024-03-26 21:00:00,86,21
3.0,6000.0,11.9,78.0,1022.5,2024-03-26 22:00:00,86,22
3.0,6000.0,12.0,77.0,1022.7,2024-03-26 23:00:00,86,23
2.0,5000.0,12.0,80.0,1021.9,2024-03-27 00:00:00,87,0
4.0,5000.0,12.3,77.0,1021.3,2024-03-27 01:00:00,87,1
3.0,5000.0,11.4,83.0,1020.5,2024-03-27 02:00:00,87,2
3.0,5000.0,11.3,83.0,1019.6,2024-03-27 03:00:00,87,3
2.0,5000.0,10.9,85.0,1019.1,2024-03-27 04:00:00,87,4
3.0,5000.0,11.1,84.0,1017.9,2024-03-27 05:00:00,87,5
2.0,5000.0,11.3,81.0,1018.4,2024-03-27 06:00:00,87,6
2.0,5000.0,11.3,83.0,1018.9,2024-03-27 07:00:00,87,7
3.0,3500.0,11.3,87.0,1019.3,2024-03-27 08:00:00,87,8
3.0,2500.0,11.0,92.0,1019.8,2024-03-27 09:00:00,87,9
3.0,1700.0,10.9,93.0,1019.1,2024-03-27 10:00:00,87,10
4.0,2200.0,11.4,94.0,1018.2,2024-03-27 11:00:00,87,11
3.0,2000.0,11.5,94.0,1017.6,2024-03-27 12:00:00,87,12
3.0,1700.0,11.1,95.0,1017.0,2024-03-27 13:00:00,87,13
2.0,1600.0,11.2,95.0,1016.3,2024-03-27 14:00:00,87,14
3.0,1500.0,11.1,95.0,1015.2,2024-03-27 15:00:00,87,15
