wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
1.0,8000.0,14.2,81.0,1021.8,2022-11-23 16:00:00,327,16
2.0,7000.0,13.8,84.0,1021.2,2022-11-23 17:00:00,327,17
2.0,6000.0,12.8,89.0,1020.7,2022-11-23 18:00:00,327,18
2.0,6000.0,11.5,93.0,1021.9,2022-11-23 19:00:00,327,19
2.0,5000.0,11.5,95.0,1021.5,2022-11-23 20:00:00,327,20
2.0,4000.0,11.4,95.0,1021.7,2022-11-23 21:00:00,327,21
2.0,4000.0,11.6,96.0,1022.0,2022-11-23 22:00:00,327,22
1.0,4000.0,11.4,96.0,1022.2,2022-11-23 23:00:00,327,23
0.0,4000.0,11.6,95.0,1022.3,2022-11-24 00:00:00,328,0
1.0,4000.0,11.7,95.0,1022.0,2022-11-24 01:00:00,328,1
3.0,3300.0,11.8,95.0,1020.9,2022-11-24 02:00:00,328,2
3.0,2800.0,11.8,96.0,1021.1,2022-11-24 03:00:00,328,3
2.0,2200.0,11.7,97.0,1020.8,2022-11-24 04:00:00,328,4
1.0,2600.0,11.8,97.0,1020.4,2022-11-24 05:00:00,328,5
2.0,2500.0,11.2,96.0,1020.4,2022-11-24 06:00:00,328,6
0.0,1100.0,10.9,97.0,1020.5,2022-11-24 07:00:00,328,7
0.0,1600.0,11.1,98.0,1020.7,2022-11-24 08:00:00,328,8
2.0,4000.0,13.6,93.0,1021.5,2022-11-24 09:00:00,328,9
2.0,5000.0,16.1,81.0,1021.5,2022-11-24 10:00:00,328,10
2.0,7000.0,16.6,74.0,1021.2,2022-11-24 11:00:00,328,11
2.0,8000.0,17.5,71.0,1020.2,2022-11-24 12:00:00,328,12
2.0,10000.0,17.5,66.0,1019.5,2022-11-24 13:00:00,328,13
1.0,10000.0,18.2,61.0,1019.1,2022-11-24 14:00:00,328,14
2.0,10000.0,18.4,60.0,1018.6,2022-11-24 15:00:00,328,15
