wsd,pv,t,rh,slp,BJ
2.0,10000.0,5.3,54.0,1027.5,2022-12-11 16:00:00
2.0,10000.0,4.2,63.0,1027.5,2022-12-11 17:00:00
2.0,10000.0,3.5,67.0,1028.1,2022-12-11 18:00:00
3.0,10000.0,2.3,72.0,1028.7,2022-12-11 19:00:00
3.0,10000.0,1.9,72.0,1029.1,2022-12-11 20:00:00
1.0,10000.0,1.5,75.0,1028.8,2022-12-11 21:00:00
2.0,10000.0,1.4,78.0,1028.6,2022-12-11 22:00:00
1.0,10000.0,0.2,83.0,1028.1,2022-12-11 23:00:00
1.0,10000.0,0.3,80.0,1028.6,2022-12-12 00:00:00
1.0,8000.0,0.0,83.0,1028.3,2022-12-12 01:00:00
0.0,8000.0,-1.0,86.0,1028.3,2022-12-12 02:00:00
2.0,7000.0,-1.7,88.0,1028.3,2022-12-12 03:00:00
3.0,5000.0,-2.0,88.0,1027.9,2022-12-12 04:00:00
1.0,5000.0,-1.5,89.0,1026.9,2022-12-12 05:00:00
2.0,5000.0,-2.0,90.0,1027.8,2022-12-12 06:00:00
3.0,4000.0,-1.7,90.0,1028.2,2022-12-12 07:00:00
3.0,5000.0,-0.9,88.0,1028.8,2022-12-12 08:00:00
3.0,6000.0,1.2,79.0,1028.7,2022-12-12 09:00:00
4.0,10000.0,3.1,66.0,1029.0,2022-12-12 10:00:00
6.0,10000.0,5.0,55.0,1028.4,2022-12-12 11:00:00
6.0,10000.0,6.8,45.0,1027.1,2022-12-12 12:00:00
7.0,10000.0,8.0,41.0,1026.3,2022-12-12 13:00:00
6.0,10000.0,8.5,34.0,1025.7,2022-12-12 14:00:00
5.0,10000.0,8.5,38.0,1025.6,2022-12-12 15:00:00
