wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
5.0,1800.0,8.8,80.0,1024.4,2022-12-10 16:00:00,344,16
4.0,1600.0,8.1,79.0,1024.9,2022-12-10 17:00:00,344,17
4.0,1800.0,7.2,83.0,1025.4,2022-12-10 18:00:00,344,18
6.0,2000.0,6.7,75.0,1026.5,2022-12-10 19:00:00,344,19
5.0,2200.0,6.5,74.0,1027.5,2022-12-10 20:00:00,344,20
5.0,4000.0,5.9,65.0,1028.4,2022-12-10 21:00:00,344,21
6.0,6000.0,4.5,60.0,1029.1,2022-12-10 22:00:00,344,22
4.0,6000.0,2.8,67.0,1029.8,2022-12-10 23:00:00,344,23
2.0,7000.0,2.5,68.0,1030.0,2022-12-11 00:00:00,345,0
3.0,10000.0,3.3,63.0,1030.0,2022-12-11 01:00:00,345,1
4.0,10000.0,3.4,61.0,1029.5,2022-12-11 02:00:00,345,2
2.0,7000.0,3.5,66.0,1029.8,2022-12-11 03:00:00,345,3
5.0,8000.0,3.0,70.0,1030.1,2022-12-11 04:00:00,345,4
3.0,8000.0,2.0,72.0,1030.2,2022-12-11 05:00:00,345,5
2.0,8000.0,0.6,77.0,1030.4,2022-12-11 06:00:00,345,6
2.0,8000.0,0.0,79.0,1030.8,2022-12-11 07:00:00,345,7
2.0,8000.0,-0.3,88.0,1031.0,2022-12-11 08:00:00,345,8
3.0,8000.0,1.8,72.0,1031.5,2022-12-11 09:00:00,345,9
2.0,10000.0,3.7,66.0,1031.4,2022-12-11 10:00:00,345,10
2.0,10000.0,4.1,62.0,1031.4,2022-12-11 11:00:00,345,11
2.0,10000.0,5.3,57.0,1029.9,2022-12-11 12:00:00,345,12
4.0,10000.0,5.4,57.0,1029.0,2022-12-11 13:00:00,345,13
3.0,10000.0,5.6,53.0,1028.2,2022-12-11 14:00:00,345,14
2.0,10000.0,5.5,55.0,1027.8,2022-12-11 15:00:00,345,15
