wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
4.0,9000.0,-0.6,92.0,1028.1,2024-02-02 16:00:00,33,16
3.0,8000.0,-0.6,91.0,1028.5,2024-02-02 17:00:00,33,17
4.0,5000.0,-0.6,91.0,1029.0,2024-02-02 18:00:00,33,18
3.0,5000.0,-0.7,93.0,1029.3,2024-02-02 19:00:00,33,19
4.0,6000.0,-0.8,92.0,1029.1,2024-02-02 20:00:00,33,20
3.0,6000.0,-0.8,91.0,1030.0,2024-02-02 21:00:00,33,21
3.0,3000.0,-1.0,95.0,1030.3,2024-02-02 22:00:00,33,22
3.0,3500.0,-0.9,95.0,1030.3,2024-02-02 23:00:00,33,23
4.0,3500.0,-1.0,95.0,1029.7,2024-02-03 00:00:00,34,0
4.0,2500.0,-1.0,96.0,1029.2,2024-02-03 01:00:00,34,1
3.0,4000.0,-0.7,94.0,1030.0,2024-02-03 02:00:00,34,2
3.0,4500.0,-0.6,95.0,1029.1,2024-02-03 03:00:00,34,3
3.0,5000.0,-0.5,94.0,1029.1,2024-02-03 04:00:00,34,4
3.0,3300.0,-0.8,95.0,1029.0,2024-02-03 05:00:00,34,5
3.0,2800.0,-0.9,95.0,1029.4,2024-02-03 06:00:00,34,6
3.0,3200.0,-1.0,94.0,1029.9,2024-02-03 07:00:00,34,7
2.0,1200.0,-1.2,95.0,1031.3,2024-02-03 08:00:00,34,8
3.0,800.0,-1.4,96.0,1031.0,2024-02-03 09:00:00,34,9
3.0,1000.0,-1.4,95.0,1031.8,2024-02-03 10:00:00,34,10
5.0,1400.0,-1.3,92.0,1031.9,2024-02-03 11:00:00,34,11
4.0,2000.0,-1.2,91.0,1030.7,2024-02-03 12:00:00,34,12
4.0,2300.0,-1.1,91.0,1029.8,2024-02-03 13:00:00,34,13
4.0,3000.0,-1.2,90.0,1029.6,2024-02-03 14:00:00,34,14
4.0,1800.0,-1.2,92.0,1029.7,2024-02-03 15:00:00,34,15
