wsd,pv,t,rh,slp,BJ
4.0,5000.0,9.6,50.0,1028.4,2023-12-31 16:00:00
3.0,5000.0,8.1,56.0,1028.8,2023-12-31 17:00:00
2.0,6000.0,6.1,62.0,1029.4,2023-12-31 18:00:00
3.0,6000.0,5.3,64.0,1030.0,2023-12-31 19:00:00
3.0,6000.0,4.2,68.0,1030.4,2023-12-31 20:00:00
4.0,6000.0,3.9,70.0,1030.4,2023-12-31 21:00:00
3.0,5000.0,2.7,76.0,1030.5,2023-12-31 22:00:00
3.0,5000.0,2.1,77.0,1030.8,2023-12-31 23:00:00
4.0,4500.0,2.1,76.0,1030.5,2024-01-01 00:00:00
3.0,4500.0,1.4,80.0,1030.3,2024-01-01 01:00:00
2.0,4000.0,0.6,83.0,1030.1,2024-01-01 02:00:00
2.0,3200.0,0.6,84.0,1029.9,2024-01-01 03:00:00
1.0,2700.0,-0.2,88.0,1029.8,2024-01-01 04:00:00
2.0,2400.0,-0.2,90.0,1030.1,2024-01-01 05:00:00
2.0,2400.0,0.0,88.0,1030.5,2024-01-01 06:00:00
2.0,1800.0,-1.6,93.0,1030.4,2024-01-01 07:00:00
1.0,1600.0,-0.6,90.0,1030.5,2024-01-01 08:00:00
3.0,1600.0,1.3,88.0,1030.6,2024-01-01 09:00:00
4.0,1600.0,3.6,80.0,1030.5,2024-01-01 10:00:00
4.0,2200.0,5.2,69.0,1030.2,2024-01-01 11:00:00
3.0,3000.0,6.4,60.0,1029.3,2024-01-01 12:00:00
3.0,3200.0,7.0,52.0,1028.1,2024-01-01 13:00:00
2.0,4000.0,7.5,48.0,1027.3,2024-01-01 14:00:00
2.0,4000.0,7.9,46.0,1026.8,2024-01-01 15:00:00
