wsd,pv,t,rh,slp,BJ
5.0,20000.0,16.6,37.0,1028.8,2021-11-27 16:00:00
4.0,10000.0,14.7,53.0,1029.0,2021-11-27 17:00:00
3.0,10000.0,12.9,59.0,1029.4,2021-11-27 18:00:00
3.0,10000.0,11.8,61.0,1029.9,2021-11-27 19:00:00
3.0,10000.0,10.9,65.0,1029.7,2021-11-27 20:00:00
3.0,10000.0,10.5,67.0,1030.0,2021-11-27 21:00:00
3.0,10000.0,10.0,70.0,1029.8,2021-11-27 22:00:00
3.0,10000.0,8.0,79.0,1029.7,2021-11-27 23:00:00
2.0,10000.0,8.1,79.0,1029.3,2021-11-28 00:00:00
3.0,9000.0,8.5,79.0,1028.8,2021-11-28 01:00:00
3.0,6000.0,8.6,81.0,1028.4,2021-11-28 02:00:00
4.0,5000.0,8.4,83.0,1028.0,2021-11-28 03:00:00
2.0,5000.0,7.6,86.0,1027.8,2021-11-28 04:00:00
3.0,4500.0,7.2,89.0,1027.6,2021-11-28 05:00:00
3.0,4500.0,7.1,90.0,1027.7,2021-11-28 06:00:00
2.0,4000.0,6.8,92.0,1028.2,2021-11-28 07:00:00
3.0,5000.0,8.3,88.0,1028.4,2021-11-28 08:00:00
3.0,7000.0,11.1,75.0,1028.5,2021-11-28 09:00:00
4.0,10000.0,13.2,66.0,1028.6,2021-11-28 10:00:00
3.0,10000.0,15.1,57.0,1028.0,2021-11-28 11:00:00
2.0,10000.0,16.5,53.0,1027.1,2021-11-28 12:00:00
2.0,10000.0,17.5,50.0,1026.1,2021-11-28 13:00:00
1.0,10000.0,17.3,44.0,1025.4,2021-11-28 14:00:00
1.0,10000.0,17.5,45.0,1025.3,2021-11-28 15:00:00
