wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
2.0,10000.0,8.1,53.0,1029.0,2022-02-04 16:00:00,35,16
2.0,10000.0,7.5,55.0,1028.9,2022-02-04 17:00:00,35,17
1.0,10000.0,6.2,60.0,1029.1,2022-02-04 18:00:00,35,18
1.0,10000.0,4.2,68.0,1029.3,2022-02-04 19:00:00,35,19
1.0,10000.0,4.0,76.0,1029.9,2022-02-04 20:00:00,35,20
1.0,10000.0,2.4,81.0,1030.3,2022-02-04 21:00:00,35,21
3.0,10000.0,2.9,79.0,1030.8,2022-02-04 22:00:00,35,22
1.0,7000.0,2.2,82.0,1030.7,2022-02-04 23:00:00,35,23
2.0,6000.0,1.2,86.0,1030.9,2022-02-05 00:00:00,36,0
1.0,5000.0,-0.3,93.0,1030.6,2022-02-05 01:00:00,36,1
1.0,4500.0,-0.6,96.0,1030.7,2022-02-05 02:00:00,36,2
2.0,4000.0,-1.8,96.0,1031.1,2022-02-05 03:00:00,36,3
1.0,4000.0,-0.9,95.0,1031.5,2022-02-05 04:00:00,36,4
2.0,3200.0,-1.9,96.0,1031.4,2022-02-05 05:00:00,36,5
2.0,3200.0,-1.0,95.0,1031.9,2022-02-05 06:00:00,36,6
3.0,2800.0,-0.6,90.0,1032.3,2022-02-05 07:00:00,36,7
5.0,2800.0,-0.1,86.0,1033.0,2022-02-05 08:00:00,36,8
5.0,6000.0,1.1,78.0,1033.9,2022-02-05 09:00:00,36,9
5.0,7000.0,3.0,70.0,1034.5,2022-02-05 10:00:00,36,10
5.0,7000.0,3.7,64.0,1034.6,2022-02-05 11:00:00,36,11
4.0,7000.0,5.4,59.0,1034.8,2022-02-05 12:00:00,36,12
5.0,7000.0,6.2,57.0,1033.1,2022-02-05 13:00:00,36,13
4.0,7000.0,6.1,55.0,1032.8,2022-02-05 14:00:00,36,14
4.0,7000.0,6.5,48.0,1032.3,2022-02-05 15:00:00,36,15
