wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
2.0,10000.0,23.6,39.0,1015.7,2024-10-09 16:00:00,283,16
3.0,10000.0,22.8,44.0,1015.5,2024-10-09 17:00:00,283,17
2.0,10000.0,20.2,57.0,1015.7,2024-10-09 18:00:00,283,18
3.0,10000.0,18.9,63.0,1016.0,2024-10-09 19:00:00,283,19
3.0,10000.0,18.6,62.0,1016.4,2024-10-09 20:00:00,283,20
3.0,10000.0,17.8,69.0,1016.8,2024-10-09 21:00:00,283,21
4.0,10000.0,16.8,75.0,1016.6,2024-10-09 22:00:00,283,22
4.0,10000.0,16.6,74.0,1016.5,2024-10-09 23:00:00,283,23
3.0,10000.0,16.0,77.0,1016.4,2024-10-10 00:00:00,284,0
1.0,7000.0,15.5,90.0,1017.5,2024-10-10 01:00:00,284,1
1.0,6000.0,16.0,87.0,1017.4,2024-10-10 02:00:00,284,2
2.0,6000.0,15.8,88.0,1017.4,2024-10-10 03:00:00,284,3
2.0,4500.0,15.3,90.0,1017.4,2024-10-10 04:00:00,284,4
1.0,4500.0,15.7,87.0,1017.6,2024-10-10 05:00:00,284,5
1.0,3800.0,14.9,90.0,1018.2,2024-10-10 06:00:00,284,6
1.0,3000.0,15.5,92.0,1018.8,2024-10-10 07:00:00,284,7
2.0,10000.0,17.7,75.0,1017.1,2024-10-10 08:00:00,284,8
1.0,10000.0,21.2,61.0,1017.4,2024-10-10 09:00:00,284,9
2.0,10000.0,22.8,52.0,1017.6,2024-10-10 10:00:00,284,10
2.0,10000.0,23.7,56.0,1017.5,2024-10-10 11:00:00,284,11
2.0,10000.0,25.1,52.0,1017.0,2024-10-10 12:00:00,284,12
1.0,10000.0,26.2,47.0,1016.5,2024-10-10 13:00:00,284,13
1.0,10000.0,26.0,49.0,1016.1,2024-10-10 14:00:00,284,14
3.0,10000.0,25.8,48.0,1016.1,2024-10-10 15:00:00,284,15
