wsd,pv,t,rh,slp,BJ
2.0,10000.0,4.9,32.0,1029.9,2022-01-13 16:00:00
2.0,10000.0,3.7,35.0,1029.7,2022-01-13 17:00:00
2.0,10000.0,2.3,41.0,1029.8,2022-01-13 18:00:00
2.0,10000.0,1.1,50.0,1030.0,2022-01-13 19:00:00
1.0,8000.0,0.3,58.0,1029.7,2022-01-13 20:00:00
2.0,8000.0,-1.0,76.0,1029.6,2022-01-13 21:00:00
2.0,8000.0,-1.4,77.0,1029.6,2022-01-13 22:00:00
2.0,10000.0,-1.1,64.0,1029.6,2022-01-13 23:00:00
3.0,10000.0,-1.1,55.0,1029.3,2022-01-14 00:00:00
3.0,10000.0,-1.4,57.0,1028.3,2022-01-14 01:00:00
3.0,10000.0,-2.0,61.0,1028.4,2022-01-14 02:00:00
3.0,10000.0,-2.1,62.0,1027.4,2022-01-14 03:00:00
3.0,10000.0,-2.0,60.0,1027.1,2022-01-14 04:00:00
3.0,10000.0,-2.3,63.0,1026.2,2022-01-14 05:00:00
4.0,10000.0,-2.0,63.0,1025.8,2022-01-14 06:00:00
2.0,10000.0,-2.0,63.0,1027.2,2022-01-14 07:00:00
3.0,10000.0,-0.3,56.0,1027.3,2022-01-14 08:00:00
4.0,10000.0,0.8,54.0,1026.3,2022-01-14 09:00:00
4.0,10000.0,2.0,47.0,1026.5,2022-01-14 10:00:00
4.0,10000.0,2.7,45.0,1026.1,2022-01-14 11:00:00
4.0,10000.0,2.7,46.0,1024.9,2022-01-14 12:00:00
3.0,10000.0,2.8,47.0,1024.0,2022-01-14 13:00:00
2.0,10000.0,2.8,50.0,1023.4,2022-01-14 14:00:00
2.0,10000.0,3.4,50.0,1023.0,2022-01-14 15:00:00
