wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
4.0,2100.0,7.7,94.0,1029.8,2023-11-11 16:00:00,315,16
5.0,2400.0,7.4,95.0,1030.7,2023-11-11 17:00:00,315,17
5.0,2800.0,6.8,94.0,1031.3,2023-11-11 18:00:00,315,18
6.0,3200.0,6.7,93.0,1031.8,2023-11-11 19:00:00,315,19
3.0,3000.0,6.6,95.0,1032.4,2023-11-11 20:00:00,315,20
4.0,2500.0,6.5,94.0,1033.1,2023-11-11 21:00:00,315,21
3.0,2600.0,6.3,94.0,1033.4,2023-11-11 22:00:00,315,22
4.0,3200.0,5.9,95.0,1033.8,2023-11-11 23:00:00,315,23
5.0,3500.0,5.6,94.0,1033.6,2023-11-12 00:00:00,316,0
4.0,2400.0,5.4,95.0,1033.9,2023-11-12 01:00:00,316,1
4.0,2200.0,5.4,95.0,1034.0,2023-11-12 02:00:00,316,2
4.0,2500.0,5.5,95.0,1034.4,2023-11-12 03:00:00,316,3
3.0,2100.0,5.5,94.0,1034.3,2023-11-12 04:00:00,316,4
4.0,2100.0,5.8,96.0,1034.6,2023-11-12 05:00:00,316,5
4.0,2200.0,5.3,94.0,1035.0,2023-11-12 06:00:00,316,6
4.0,1800.0,5.3,94.0,1035.5,2023-11-12 07:00:00,316,7
4.0,1800.0,5.2,93.0,1035.7,2023-11-12 08:00:00,316,8
5.0,1800.0,5.3,91.0,1036.3,2023-11-12 09:00:00,316,9
5.0,2500.0,5.6,86.0,1036.4,2023-11-12 10:00:00,316,10
4.0,3000.0,5.8,82.0,1035.9,2023-11-12 11:00:00,316,11
5.0,3000.0,6.1,77.0,1035.5,2023-11-12 12:00:00,316,12
4.0,3500.0,6.5,78.0,1034.9,2023-11-12 13:00:00,316,13
4.0,4000.0,7.0,74.0,1034.6,2023-11-12 14:00:00,316,14
4.0,4500.0,7.5,71.0,1034.7,2023-11-12 15:00:00,316,15
