wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
4.0,10000.0,21.8,40.0,1023.5,2022-10-12 16:00:00,285,16
4.0,10000.0,20.4,42.0,1023.3,2022-10-12 17:00:00,285,17
4.0,10000.0,18.3,46.0,1023.4,2022-10-12 18:00:00,285,18
3.0,10000.0,16.8,53.0,1023.9,2022-10-12 19:00:00,285,19
3.0,10000.0,15.9,60.0,1024.1,2022-10-12 20:00:00,285,20
3.0,10000.0,15.8,62.0,1024.0,2022-10-12 21:00:00,285,21
3.0,10000.0,14.6,68.0,1024.1,2022-10-12 22:00:00,285,22
2.0,10000.0,13.8,75.0,1024.4,2022-10-12 23:00:00,285,23
2.0,10000.0,12.9,78.0,1024.6,2022-10-13 00:00:00,286,0
3.0,10000.0,11.7,84.0,1024.2,2022-10-13 01:00:00,286,1
3.0,10000.0,12.4,82.0,1023.8,2022-10-13 02:00:00,286,2
3.0,10000.0,11.8,83.0,1023.4,2022-10-13 03:00:00,286,3
3.0,8000.0,11.1,86.0,1023.4,2022-10-13 04:00:00,286,4
3.0,8000.0,11.3,85.0,1023.6,2022-10-13 05:00:00,286,5
3.0,8000.0,11.1,88.0,1023.7,2022-10-13 06:00:00,286,6
2.0,6000.0,11.1,88.0,1024.2,2022-10-13 07:00:00,286,7
3.0,10000.0,13.9,79.0,1025.2,2022-10-13 08:00:00,286,8
4.0,10000.0,16.5,65.0,1025.1,2022-10-13 09:00:00,286,9
4.0,10000.0,18.1,56.0,1024.5,2022-10-13 10:00:00,286,10
4.0,10000.0,19.5,52.0,1024.2,2022-10-13 11:00:00,286,11
5.0,10000.0,20.3,50.0,1023.3,2022-10-13 12:00:00,286,12
5.0,10000.0,21.4,44.0,1022.3,2022-10-13 13:00:00,286,13
4.0,10000.0,22.2,43.0,1021.2,2022-10-13 14:00:00,286,14
4.0,10000.0,22.2,39.0,1020.8,2022-10-13 15:00:00,286,15
