wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
3.0,10000.0,16.3,54.0,1024.3,2021-10-21 16:00:00,294,16
2.0,8000.0,15.4,62.0,1024.2,2021-10-21 17:00:00,294,17
2.0,6000.0,13.5,79.0,1024.6,2021-10-21 18:00:00,294,18
0.0,6000.0,13.1,83.0,1025.3,2021-10-21 19:00:00,294,19
1.0,5000.0,12.7,85.0,1025.8,2021-10-21 20:00:00,294,20
2.0,5000.0,13.1,80.0,1026.4,2021-10-21 21:00:00,294,21
1.0,5000.0,12.5,85.0,1026.6,2021-10-21 22:00:00,294,22
1.0,4500.0,11.9,94.0,1026.6,2021-10-21 23:00:00,294,23
1.0,4500.0,12.3,87.0,1027.0,2021-10-22 00:00:00,295,0
1.0,4200.0,11.7,87.0,1027.0,2021-10-22 01:00:00,295,1
1.0,3800.0,10.0,96.0,1026.7,2021-10-22 02:00:00,295,2
1.0,3500.0,10.2,98.0,1026.6,2021-10-22 03:00:00,295,3
0.0,2900.0,9.5,97.0,1026.5,2021-10-22 04:00:00,295,4
0.0,3500.0,9.5,98.0,1027.5,2021-10-22 05:00:00,295,5
1.0,2500.0,9.3,96.0,1028.2,2021-10-22 06:00:00,295,6
1.0,2500.0,9.2,98.0,1028.6,2021-10-22 07:00:00,295,7
0.0,3500.0,11.3,92.0,1029.5,2021-10-22 08:00:00,295,8
2.0,4500.0,13.9,82.0,1029.7,2021-10-22 09:00:00,295,9
2.0,5000.0,15.5,70.0,1029.6,2021-10-22 10:00:00,295,10
2.0,5000.0,16.3,60.0,1029.7,2021-10-22 11:00:00,295,11
3.0,5000.0,16.7,54.0,1029.0,2021-10-22 12:00:00,295,12
2.0,5000.0,16.9,54.0,1028.6,2021-10-22 13:00:00,295,13
3.0,6000.0,17.6,52.0,1028.2,2021-10-22 14:00:00,295,14
2.0,6000.0,17.4,48.0,1028.2,2021-10-22 15:00:00,295,15
