wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
7.0,2800.0,21.3,71.0,1017.6,2023-10-19 16:00:00,292,16
9.0,2200.0,17.1,84.0,1019.1,2023-10-19 17:00:00,292,17
6.0,10000.0,15.7,71.0,1020.3,2023-10-19 18:00:00,292,18
7.0,8000.0,14.9,75.0,1022.1,2023-10-19 19:00:00,292,19
6.0,4000.0,12.9,93.0,1023.3,2023-10-19 20:00:00,292,20
4.0,2900.0,12.5,95.0,1024.4,2023-10-19 21:00:00,292,21
3.0,2900.0,12.7,96.0,1024.8,2023-10-19 22:00:00,292,22
3.0,2900.0,13.0,96.0,1024.9,2023-10-19 23:00:00,292,23
2.0,3500.0,13.0,96.0,1024.2,2023-10-20 00:00:00,293,0
4.0,3500.0,13.1,96.0,1024.5,2023-10-20 01:00:00,293,1
3.0,3500.0,13.1,96.0,1024.5,2023-10-20 02:00:00,293,2
3.0,4000.0,13.1,95.0,1024.6,2023-10-20 03:00:00,293,3
4.0,4000.0,13.3,95.0,1024.9,2023-10-20 04:00:00,293,4
3.0,3800.0,13.5,95.0,1025.3,2023-10-20 05:00:00,293,5
3.0,3500.0,13.4,94.0,1025.8,2023-10-20 06:00:00,293,6
3.0,3000.0,13.5,94.0,1026.3,2023-10-20 07:00:00,293,7
3.0,2500.0,14.0,93.0,1027.0,2023-10-20 08:00:00,293,8
4.0,5000.0,15.7,82.0,1027.6,2023-10-20 09:00:00,293,9
4.0,5000.0,16.3,76.0,1027.8,2023-10-20 10:00:00,293,10
4.0,10000.0,17.8,59.0,1027.4,2023-10-20 11:00:00,293,11
4.0,10000.0,19.1,48.0,1026.8,2023-10-20 12:00:00,293,12
5.0,10000.0,20.6,40.0,1026.0,2023-10-20 13:00:00,293,13
5.0,10000.0,20.6,36.0,1025.6,2023-10-20 14:00:00,293,14
6.0,10000.0,20.4,29.0,1025.5,2023-10-20 15:00:00,293,15
