wsd,pv,t,rh,slp,BJ
2.0,2500.0,18.6,72.0,1017.7,2024-10-28 16:00:00
1.0,2500.0,18.1,73.0,1017.8,2024-10-28 17:00:00
1.0,2300.0,17.0,79.0,1018.0,2024-10-28 18:00:00
0.0,2000.0,15.5,90.0,1018.5,2024-10-28 19:00:00
0.0,1700.0,14.8,93.0,1018.9,2024-10-28 20:00:00
0.0,1800.0,14.2,93.0,1019.3,2024-10-28 21:00:00
0.0,1800.0,13.7,95.0,1019.4,2024-10-28 22:00:00
1.0,1800.0,12.6,95.0,1019.2,2024-10-28 23:00:00
2.0,1900.0,13.1,88.0,1019.1,2024-10-29 00:00:00
3.0,6000.0,13.1,79.0,1021.4,2024-10-29 01:00:00
2.0,6000.0,13.0,75.0,1021.5,2024-10-29 02:00:00
3.0,8000.0,12.3,75.0,1021.5,2024-10-29 03:00:00
3.0,10000.0,12.3,71.0,1021.5,2024-10-29 04:00:00
2.0,10000.0,10.0,78.0,1022.1,2024-10-29 05:00:00
1.0,10000.0,10.2,85.0,1022.8,2024-10-29 06:00:00
4.0,10000.0,11.4,78.0,1022.8,2024-10-29 07:00:00
1.0,2500.0,13.6,88.0,1020.2,2024-10-29 08:00:00
3.0,3000.0,15.7,82.0,1021.2,2024-10-29 09:00:00
2.0,3000.0,16.9,75.0,1021.4,2024-10-29 10:00:00
2.0,3000.0,18.6,66.0,1021.1,2024-10-29 11:00:00
3.0,4000.0,19.7,57.0,1020.4,2024-10-29 12:00:00
2.0,5000.0,20.5,52.0,1019.4,2024-10-29 13:00:00
2.0,6000.0,21.0,48.0,1018.7,2024-10-29 14:00:00
3.0,6000.0,20.8,52.0,1018.5,2024-10-29 15:00:00
