wsd,pv,t,rh,slp,BJ
5.0,8000.0,4.0,95.0,1026.4,2022-01-05 16:00:00
4.0,7000.0,4.0,95.0,1026.7,2022-01-05 17:00:00
3.0,5000.0,3.9,96.0,1027.4,2022-01-05 18:00:00
3.0,5000.0,3.9,96.0,1028.5,2022-01-05 19:00:00
2.0,6000.0,3.9,96.0,1029.3,2022-01-05 20:00:00
2.0,9000.0,4.0,93.0,1029.2,2022-01-05 21:00:00
2.0,9000.0,3.9,94.0,1029.7,2022-01-05 22:00:00
2.0,9000.0,4.0,93.0,1029.6,2022-01-05 23:00:00
2.0,9000.0,4.0,92.0,1029.7,2022-01-06 00:00:00
2.0,7000.0,4.0,92.0,1030.2,2022-01-06 01:00:00
2.0,3500.0,3.9,96.0,1030.6,2022-01-06 02:00:00
3.0,2200.0,3.9,97.0,1030.8,2022-01-06 03:00:00
3.0,2200.0,3.9,97.0,1031.1,2022-01-06 04:00:00
3.0,2200.0,3.7,97.0,1031.4,2022-01-06 05:00:00
4.0,2900.0,3.6,95.0,1032.0,2022-01-06 06:00:00
3.0,3500.0,3.5,95.0,1032.1,2022-01-06 07:00:00
3.0,4000.0,3.5,92.0,1032.8,2022-01-06 08:00:00
4.0,8000.0,3.5,89.0,1033.0,2022-01-06 09:00:00
5.0,10000.0,4.1,84.0,1033.3,2022-01-06 10:00:00
5.0,10000.0,4.7,82.0,1032.8,2022-01-06 11:00:00
5.0,10000.0,4.9,78.0,1032.1,2022-01-06 12:00:00
4.0,10000.0,5.8,75.0,1031.6,2022-01-06 13:00:00
4.0,10000.0,6.4,73.0,1031.1,2022-01-06 14:00:00
5.0,10000.0,6.6,69.0,1031.0,2022-01-06 15:00:00
