wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
3.0,4500.0,5.4,53.0,1031.0,2022-12-27 16:00:00,361,16
2.0,3200.0,4.7,61.0,1031.6,2022-12-27 17:00:00,361,17
3.0,3500.0,3.7,72.0,1032.4,2022-12-27 18:00:00,361,18
2.0,2900.0,3.1,76.0,1032.9,2022-12-27 19:00:00,361,19
1.0,3500.0,2.7,77.0,1032.9,2022-12-27 20:00:00,361,20
2.0,3500.0,2.1,80.0,1033.1,2022-12-27 21:00:00,361,21
2.0,3000.0,1.7,84.0,1033.3,2022-12-27 22:00:00,361,22
2.0,3000.0,0.9,87.0,1033.6,2022-12-27 23:00:00,361,23
2.0,2700.0,0.7,87.0,1033.6,2022-12-28 00:00:00,362,0
1.0,2700.0,0.7,88.0,1033.3,2022-12-28 01:00:00,362,1
2.0,2700.0,0.0,88.0,1033.8,2022-12-28 02:00:00,362,2
1.0,2500.0,-0.3,90.0,1033.7,2022-12-28 03:00:00,362,3
3.0,2300.0,-1.1,92.0,1033.9,2022-12-28 04:00:00,362,4
2.0,1600.0,-1.3,94.0,1033.9,2022-12-28 05:00:00,362,5
2.0,1400.0,-2.0,95.0,1034.1,2022-12-28 06:00:00,362,6
2.0,1200.0,-2.4,95.0,1034.5,2022-12-28 07:00:00,362,7
1.0,900.0,-2.2,96.0,1035.2,2022-12-28 08:00:00,362,8
2.0,900.0,-1.2,95.0,1035.7,2022-12-28 09:00:00,362,9
2.0,1100.0,0.1,91.0,1036.0,2022-12-28 10:00:00,362,10
2.0,1600.0,1.4,82.0,1036.0,2022-12-28 11:00:00,362,11
2.0,1800.0,2.1,80.0,1035.1,2022-12-28 12:00:00,362,12
3.0,2200.0,3.3,74.0,1033.8,2022-12-28 13:00:00,362,13
2.0,2200.0,3.3,73.0,1033.5,2022-12-28 14:00:00,362,14
2.0,2200.0,3.5,72.0,1033.5,2022-12-28 15:00:00,362,15
