wsd,pv,t,rh,slp,BJ
4.0,10000.0,-1.6,58.0,1031.8,2023-01-15 16:00:00
4.0,10000.0,-2.4,65.0,1032.1,2023-01-15 17:00:00
3.0,10000.0,-2.9,66.0,1032.6,2023-01-15 18:00:00
3.0,10000.0,-3.0,70.0,1032.6,2023-01-15 19:00:00
2.0,10000.0,-2.7,68.0,1032.6,2023-01-15 20:00:00
3.0,10000.0,-2.7,64.0,1033.4,2023-01-15 21:00:00
3.0,10000.0,-2.7,65.0,1033.9,2023-01-15 22:00:00
2.0,10000.0,-2.5,66.0,1034.3,2023-01-15 23:00:00
2.0,10000.0,-3.1,74.0,1034.1,2023-01-16 00:00:00
2.0,10000.0,-3.6,78.0,1033.9,2023-01-16 01:00:00
2.0,10000.0,-3.7,79.0,1033.7,2023-01-16 02:00:00
1.0,10000.0,-4.0,80.0,1033.5,2023-01-16 03:00:00
0.0,10000.0,-5.0,87.0,1032.8,2023-01-16 04:00:00
0.0,10000.0,-5.2,86.0,1032.8,2023-01-16 05:00:00
0.0,10000.0,-5.2,86.0,1033.3,2023-01-16 06:00:00
1.0,10000.0,-5.2,86.0,1033.4,2023-01-16 07:00:00
0.0,10000.0,-5.1,91.0,1034.0,2023-01-16 08:00:00
0.0,10000.0,-2.6,80.0,1034.1,2023-01-16 09:00:00
2.0,10000.0,-0.8,68.0,1034.9,2023-01-16 10:00:00
2.0,10000.0,0.1,60.0,1034.4,2023-01-16 11:00:00
2.0,10000.0,1.0,49.0,1033.7,2023-01-16 12:00:00
2.0,10000.0,1.1,45.0,1032.5,2023-01-16 13:00:00
3.0,10000.0,1.7,45.0,1031.5,2023-01-16 14:00:00
2.0,10000.0,2.0,44.0,1031.0,2023-01-16 15:00:00
