wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
3.0,8000.0,15.9,23.0,1029.3,2023-03-02 16:00:00,61,16
3.0,8000.0,15.4,25.0,1029.0,2023-03-02 17:00:00,61,17
3.0,6000.0,13.1,34.0,1028.8,2023-03-02 18:00:00,61,18
3.0,9000.0,11.5,37.0,1029.2,2023-03-02 19:00:00,61,19
3.0,9000.0,10.8,39.0,1029.5,2023-03-02 20:00:00,61,20
3.0,8000.0,10.4,41.0,1029.9,2023-03-02 21:00:00,61,21
2.0,8000.0,9.0,47.0,1029.9,2023-03-02 22:00:00,61,22
3.0,8000.0,8.7,47.0,1029.8,2023-03-02 23:00:00,61,23
3.0,8000.0,5.4,63.0,1029.3,2023-03-03 00:00:00,62,0
3.0,8000.0,6.5,57.0,1028.9,2023-03-03 01:00:00,62,1
3.0,8000.0,4.6,65.0,1028.4,2023-03-03 02:00:00,62,2
4.0,7000.0,3.8,70.0,1027.7,2023-03-03 03:00:00,62,3
3.0,6000.0,3.5,72.0,1027.4,2023-03-03 04:00:00,62,4
2.0,6000.0,3.9,69.0,1027.3,2023-03-03 05:00:00,62,5
2.0,6000.0,4.0,70.0,1027.3,2023-03-03 06:00:00,62,6
1.0,6000.0,4.0,74.0,1027.4,2023-03-03 07:00:00,62,7
3.0,8000.0,8.7,59.0,1027.5,2023-03-03 08:00:00,62,8
5.0,9000.0,10.8,47.0,1027.8,2023-03-03 09:00:00,62,9
4.0,9000.0,13.8,40.0,1027.8,2023-03-03 10:00:00,62,10
4.0,10000.0,14.8,36.0,1027.8,2023-03-03 11:00:00,62,11
4.0,10000.0,16.9,29.0,1026.7,2023-03-03 12:00:00,62,12
2.0,10000.0,17.6,26.0,1025.4,2023-03-03 13:00:00,62,13
3.0,10000.0,18.2,24.0,1024.3,2023-03-03 14:00:00,62,14
2.0,10000.0,18.7,19.0,1023.7,2023-03-03 15:00:00,62,15
