wsd,pv,t,rh,slp,BJ
4.0,6000.0,6.6,82.0,1020.8,2023-02-10 16:00:00
4.0,5000.0,6.4,84.0,1021.1,2023-02-10 17:00:00
3.0,5000.0,6.3,84.0,1021.0,2023-02-10 18:00:00
4.0,5000.0,6.2,84.0,1020.7,2023-02-10 19:00:00
4.0,5000.0,6.1,85.0,1020.2,2023-02-10 20:00:00
4.0,5000.0,6.2,85.0,1019.8,2023-02-10 21:00:00
4.0,4000.0,6.0,88.0,1020.2,2023-02-10 22:00:00
3.0,3000.0,5.6,93.0,1019.4,2023-02-10 23:00:00
1.0,2800.0,5.5,94.0,1020.2,2023-02-11 00:00:00
2.0,2600.0,5.4,96.0,1019.7,2023-02-11 01:00:00
2.0,2600.0,5.4,94.0,1019.5,2023-02-11 02:00:00
3.0,2200.0,5.3,96.0,1018.8,2023-02-11 03:00:00
3.0,2300.0,5.3,95.0,1018.4,2023-02-11 04:00:00
2.0,2200.0,5.4,96.0,1018.6,2023-02-11 05:00:00
2.0,2000.0,5.3,97.0,1019.0,2023-02-11 06:00:00
2.0,1700.0,5.3,96.0,1019.3,2023-02-11 07:00:00
2.0,1400.0,5.5,96.0,1019.5,2023-02-11 08:00:00
2.0,1400.0,6.1,96.0,1019.9,2023-02-11 09:00:00
3.0,2000.0,6.5,94.0,1019.9,2023-02-11 10:00:00
3.0,2700.0,7.1,91.0,1019.1,2023-02-11 11:00:00
3.0,4000.0,8.0,85.0,1019.0,2023-02-11 12:00:00
2.0,4000.0,7.9,83.0,1018.2,2023-02-11 13:00:00
2.0,4000.0,8.2,83.0,1018.0,2023-02-11 14:00:00
4.0,5000.0,8.4,82.0,1017.5,2023-02-11 15:00:00
