wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
5.0,7000.0,5.5,93.0,1021.0,2022-01-23 16:00:00,23,16
4.0,5000.0,4.9,94.0,1021.8,2022-01-23 17:00:00,23,17
4.0,3600.0,4.4,95.0,1022.3,2022-01-23 18:00:00,23,18
3.0,3000.0,4.3,95.0,1023.0,2022-01-23 19:00:00,23,19
4.0,2000.0,4.2,96.0,1023.2,2022-01-23 20:00:00,23,20
4.0,2600.0,4.1,95.0,1023.6,2022-01-23 21:00:00,23,21
4.0,2600.0,4.0,95.0,1023.5,2022-01-23 22:00:00,23,22
4.0,2800.0,4.0,95.0,1023.8,2022-01-23 23:00:00,23,23
4.0,3500.0,3.8,95.0,1024.0,2022-01-24 00:00:00,24,0
4.0,4000.0,3.7,94.0,1024.0,2022-01-24 01:00:00,24,1
4.0,2600.0,3.1,94.0,1024.0,2022-01-24 02:00:00,24,2
4.0,2200.0,2.6,95.0,1024.1,2022-01-24 03:00:00,24,3
4.0,2200.0,2.3,95.0,1023.9,2022-01-24 04:00:00,24,4
4.0,2200.0,2.1,95.0,1023.9,2022-01-24 05:00:00,24,5
4.0,2000.0,1.9,95.0,1024.1,2022-01-24 06:00:00,24,6
3.0,2000.0,2.0,95.0,1024.7,2022-01-24 07:00:00,24,7
4.0,1600.0,1.5,95.0,1025.2,2022-01-24 08:00:00,24,8
3.0,1100.0,1.2,96.0,1025.7,2022-01-24 09:00:00,24,9
3.0,1400.0,1.6,95.0,1025.7,2022-01-24 10:00:00,24,10
2.0,1000.0,1.6,95.0,1025.8,2022-01-24 11:00:00,24,11
3.0,1300.0,2.0,96.0,1025.1,2022-01-24 12:00:00,24,12
4.0,2300.0,2.7,93.0,1023.5,2022-01-24 13:00:00,24,13
3.0,3000.0,2.8,91.0,1023.2,2022-01-24 14:00:00,24,14
1.0,3200.0,3.0,90.0,1023.8,2022-01-24 15:00:00,24,15
