wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
4.0,4500.0,8.1,84.0,1018.1,2023-02-11 16:00:00,42,16
4.0,4500.0,8.1,85.0,1017.5,2023-02-11 17:00:00,42,17
4.0,4500.0,8.0,86.0,1017.7,2023-02-11 18:00:00,42,18
3.0,4000.0,7.8,88.0,1018.2,2023-02-11 19:00:00,42,19
4.0,3300.0,7.4,92.0,1018.4,2023-02-11 20:00:00,42,20
4.0,3000.0,7.2,95.0,1017.7,2023-02-11 21:00:00,42,21
3.0,3200.0,7.3,95.0,1018.4,2023-02-11 22:00:00,42,22
4.0,3200.0,7.4,96.0,1018.0,2023-02-11 23:00:00,42,23
4.0,2400.0,7.4,96.0,1017.7,2023-02-12 00:00:00,43,0
4.0,3400.0,7.4,97.0,1016.9,2023-02-12 01:00:00,43,1
4.0,4000.0,7.5,96.0,1015.3,2023-02-12 02:00:00,43,2
4.0,4000.0,7.3,96.0,1015.1,2023-02-12 03:00:00,43,3
3.0,5000.0,7.3,96.0,1014.6,2023-02-12 04:00:00,43,4
2.0,3800.0,7.3,96.0,1014.6,2023-02-12 05:00:00,43,5
3.0,2000.0,7.0,98.0,1014.9,2023-02-12 06:00:00,43,6
3.0,2200.0,6.9,98.0,1015.4,2023-02-12 07:00:00,43,7
4.0,2500.0,7.0,98.0,1015.9,2023-02-12 08:00:00,43,8
4.0,2800.0,7.0,97.0,1015.9,2023-02-12 09:00:00,43,9
4.0,5000.0,7.6,96.0,1017.0,2023-02-12 10:00:00,43,10
4.0,8000.0,8.2,94.0,1016.9,2023-02-12 11:00:00,43,11
4.0,7000.0,8.2,92.0,1016.6,2023-02-12 12:00:00,43,12
5.0,7000.0,8.2,93.0,1016.5,2023-02-12 13:00:00,43,13
4.0,5000.0,8.1,96.0,1016.0,2023-02-12 14:00:00,43,14
4.0,5000.0,7.7,95.0,1016.0,2023-02-12 15:00:00,43,15
