wsd,pv,t,rh,slp,BJ
6.0,10000.0,17.8,79.0,1007.8,2022-11-27 16:00:00
6.0,10000.0,17.9,81.0,1007.9,2022-11-27 17:00:00
7.0,10000.0,17.8,81.0,1008.9,2022-11-27 18:00:00
6.0,10000.0,17.5,83.0,1009.0,2022-11-27 19:00:00
6.0,10000.0,17.1,84.0,1009.1,2022-11-27 20:00:00
4.0,10000.0,16.3,87.0,1009.7,2022-11-27 21:00:00
5.0,10000.0,16.3,88.0,1009.8,2022-11-27 22:00:00
4.0,10000.0,16.5,87.0,1009.7,2022-11-27 23:00:00
4.0,10000.0,16.5,88.0,1009.8,2022-11-28 00:00:00
4.0,10000.0,16.8,87.0,1010.0,2022-11-28 01:00:00
4.0,10000.0,16.8,87.0,1009.8,2022-11-28 02:00:00
4.0,10000.0,16.7,87.0,1009.4,2022-11-28 03:00:00
4.0,10000.0,16.6,87.0,1008.5,2022-11-28 04:00:00
3.0,10000.0,16.8,85.0,1008.3,2022-11-28 05:00:00
7.0,3000.0,15.9,97.0,1007.7,2022-11-28 06:00:00
2.0,2000.0,15.8,98.0,1008.2,2022-11-28 07:00:00
2.0,3500.0,16.1,96.0,1008.5,2022-11-28 08:00:00
2.0,6000.0,16.6,93.0,1009.0,2022-11-28 09:00:00
2.0,1400.0,16.0,97.0,1009.4,2022-11-28 10:00:00
3.0,2000.0,16.3,97.0,1009.5,2022-11-28 11:00:00
6.0,1900.0,12.8,96.0,1009.2,2022-11-28 12:00:00
8.0,900.0,10.7,97.0,1010.4,2022-11-28 13:00:00
7.0,700.0,10.0,98.0,1011.1,2022-11-28 14:00:00
7.0,800.0,9.6,97.0,1011.6,2022-11-28 15:00:00
