wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
2.0,6000.0,24.2,63.0,1014.4,2024-11-14 16:00:00,319,16
2.0,6000.0,23.2,68.0,1014.3,2024-11-14 17:00:00,319,17
2.0,5000.0,20.4,79.0,1014.8,2024-11-14 18:00:00,319,18
3.0,4000.0,19.8,82.0,1015.0,2024-11-14 19:00:00,319,19
3.0,3500.0,18.4,87.0,1015.7,2024-11-14 20:00:00,319,20
2.0,3200.0,18.4,86.0,1016.1,2024-11-14 21:00:00,319,21
1.0,3000.0,17.3,92.0,1016.5,2024-11-14 22:00:00,319,22
2.0,2500.0,16.5,92.0,1016.5,2024-11-14 23:00:00,319,23
1.0,2500.0,16.2,94.0,1016.5,2024-11-15 00:00:00,320,0
2.0,2800.0,16.7,96.0,1016.4,2024-11-15 01:00:00,320,1
3.0,1800.0,15.6,97.0,1016.8,2024-11-15 02:00:00,320,2
1.0,1400.0,15.7,97.0,1016.7,2024-11-15 03:00:00,320,3
1.0,1000.0,15.5,98.0,1016.8,2024-11-15 04:00:00,320,4
2.0,1600.0,16.1,98.0,1016.9,2024-11-15 05:00:00,320,5
2.0,2000.0,16.5,97.0,1017.1,2024-11-15 06:00:00,320,6
1.0,2000.0,16.7,96.0,1017.5,2024-11-15 07:00:00,320,7
2.0,1000.0,16.4,96.0,1016.8,2024-11-15 08:00:00,320,8
1.0,1000.0,17.0,95.0,1017.7,2024-11-15 09:00:00,320,9
2.0,1400.0,17.7,93.0,1017.5,2024-11-15 10:00:00,320,10
3.0,1600.0,18.5,90.0,1016.7,2024-11-15 11:00:00,320,11
3.0,2000.0,18.9,88.0,1016.3,2024-11-15 12:00:00,320,12
3.0,2200.0,19.7,85.0,1015.4,2024-11-15 13:00:00,320,13
3.0,2200.0,19.8,86.0,1014.8,2024-11-15 14:00:00,320,14
3.0,2600.0,20.4,83.0,1014.7,2024-11-15 15:00:00,320,15
