wsd,pv,t,rh,slp,BJ
2.0,10000.0,11.7,31.0,1016.0,2022-12-21 16:00:00
2.0,10000.0,10.0,38.0,1015.7,2022-12-21 17:00:00
2.0,10000.0,7.7,45.0,1015.7,2022-12-21 18:00:00
3.0,10000.0,5.3,53.0,1016.0,2022-12-21 19:00:00
2.0,10000.0,6.4,46.0,1016.0,2022-12-21 20:00:00
0.0,10000.0,3.4,60.0,1016.7,2022-12-21 21:00:00
2.0,10000.0,5.0,50.0,1017.0,2022-12-21 22:00:00
2.0,10000.0,3.7,57.0,1017.7,2022-12-21 23:00:00
5.0,10000.0,6.3,59.0,1018.3,2022-12-22 00:00:00
7.0,10000.0,6.8,54.0,1019.1,2022-12-22 01:00:00
6.0,10000.0,5.0,49.0,1020.0,2022-12-22 02:00:00
6.0,10000.0,4.9,39.0,1020.9,2022-12-22 03:00:00
7.0,10000.0,3.5,42.0,1021.5,2022-12-22 04:00:00
7.0,10000.0,2.5,50.0,1022.7,2022-12-22 05:00:00
4.0,10000.0,0.4,59.0,1023.9,2022-12-22 06:00:00
3.0,10000.0,-2.2,67.0,1024.9,2022-12-22 07:00:00
3.0,10000.0,-0.5,61.0,1025.9,2022-12-22 08:00:00
5.0,10000.0,1.5,48.0,1026.6,2022-12-22 09:00:00
5.0,10000.0,2.6,37.0,1027.3,2022-12-22 10:00:00
6.0,10000.0,4.0,27.0,1027.0,2022-12-22 11:00:00
5.0,10000.0,3.6,20.0,1026.0,2022-12-22 12:00:00
5.0,10000.0,4.3,22.0,1025.1,2022-12-22 13:00:00
5.0,10000.0,4.8,22.0,1024.7,2022-12-22 14:00:00
6.0,10000.0,4.3,22.0,1024.5,2022-12-22 15:00:00
