wsd,pv,t,rh,slp,BJ
2.0,6000.0,8.0,55.0,1025.5,2022-01-08 16:00:00
3.0,5000.0,6.9,63.0,1025.9,2022-01-08 17:00:00
2.0,5000.0,6.3,69.0,1026.1,2022-01-08 18:00:00
2.0,6000.0,5.9,70.0,1026.1,2022-01-08 19:00:00
2.0,6000.0,5.9,65.0,1026.3,2022-01-08 20:00:00
0.0,6000.0,5.5,69.0,1026.2,2022-01-08 21:00:00
2.0,6000.0,5.5,68.0,1026.4,2022-01-08 22:00:00
1.0,6000.0,5.3,67.0,1026.2,2022-01-08 23:00:00
0.0,6000.0,4.9,69.0,1025.9,2022-01-09 00:00:00
2.0,6000.0,4.9,75.0,1025.6,2022-01-09 01:00:00
1.0,6000.0,4.9,77.0,1025.4,2022-01-09 02:00:00
1.0,5000.0,4.4,80.0,1025.2,2022-01-09 03:00:00
2.0,4000.0,4.3,84.0,1024.8,2022-01-09 04:00:00
0.0,4000.0,4.2,84.0,1024.6,2022-01-09 05:00:00
0.0,3300.0,4.0,88.0,1025.0,2022-01-09 06:00:00
0.0,2800.0,3.9,88.0,1025.3,2022-01-09 07:00:00
1.0,3000.0,4.0,90.0,1025.7,2022-01-09 08:00:00
0.0,4000.0,4.7,80.0,1025.9,2022-01-09 09:00:00
2.0,5000.0,5.5,74.0,1026.1,2022-01-09 10:00:00
2.0,5000.0,5.8,71.0,1025.8,2022-01-09 11:00:00
2.0,5000.0,6.5,68.0,1024.6,2022-01-09 12:00:00
1.0,5000.0,7.8,59.0,1023.4,2022-01-09 13:00:00
1.0,6000.0,7.8,60.0,1022.6,2022-01-09 14:00:00
1.0,6000.0,8.6,60.0,1022.2,2022-01-09 15:00:00
