wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
1.0,9000.0,10.1,93.0,1024.7,2021-10-20 16:00:00,293,16
2.0,6000.0,9.8,92.0,1024.9,2021-10-20 17:00:00,293,17
1.0,8000.0,9.5,94.0,1024.7,2021-10-20 18:00:00,293,18
0.0,10000.0,9.5,93.0,1024.9,2021-10-20 19:00:00,293,19
2.0,10000.0,9.7,94.0,1025.4,2021-10-20 20:00:00,293,20
1.0,10000.0,9.5,95.0,1025.3,2021-10-20 21:00:00,293,21
1.0,9000.0,9.6,95.0,1024.9,2021-10-20 22:00:00,293,22
3.0,6000.0,9.6,96.0,1025.1,2021-10-20 23:00:00,293,23
2.0,5000.0,9.7,97.0,1024.9,2021-10-21 00:00:00,294,0
2.0,4500.0,9.8,97.0,1024.6,2021-10-21 01:00:00,294,1
2.0,3500.0,9.6,98.0,1024.4,2021-10-21 02:00:00,294,2
2.0,3200.0,9.7,98.0,1024.1,2021-10-21 03:00:00,294,3
2.0,2000.0,9.1,98.0,1024.2,2021-10-21 04:00:00,294,4
3.0,1600.0,9.0,98.0,1024.5,2021-10-21 05:00:00,294,5
2.0,600.0,8.8,98.0,1024.7,2021-10-21 06:00:00,294,6
2.0,600.0,8.5,98.0,1025.3,2021-10-21 07:00:00,294,7
2.0,800.0,8.9,98.0,1025.9,2021-10-21 08:00:00,294,8
2.0,2500.0,10.0,99.0,1026.2,2021-10-21 09:00:00,294,9
2.0,5000.0,11.8,84.0,1026.1,2021-10-21 10:00:00,294,10
2.0,6000.0,13.6,73.0,1025.8,2021-10-21 11:00:00,294,11
2.0,8000.0,14.5,58.0,1025.3,2021-10-21 12:00:00,294,12
3.0,10000.0,15.5,57.0,1024.7,2021-10-21 13:00:00,294,13
2.0,10000.0,16.0,56.0,1024.3,2021-10-21 14:00:00,294,14
2.0,10000.0,16.2,55.0,1024.1,2021-10-21 15:00:00,294,15
