wsd,pv,t,rh,slp,BJ
2.0,8000.0,11.1,65.0,1020.7,2021-01-31 16:00:00
3.0,9000.0,9.8,77.0,1021.0,2021-01-31 17:00:00
3.0,10000.0,9.7,73.0,1020.8,2021-01-31 18:00:00
4.0,10000.0,9.5,70.0,1021.6,2021-01-31 19:00:00
4.0,10000.0,8.7,80.0,1021.8,2021-01-31 20:00:00
4.0,10000.0,8.3,83.0,1021.4,2021-01-31 21:00:00
4.0,10000.0,8.3,85.0,1021.6,2021-01-31 22:00:00
2.0,10000.0,7.8,87.0,1021.5,2021-01-31 23:00:00
3.0,8000.0,7.4,90.0,1021.2,2021-02-01 00:00:00
2.0,7000.0,7.3,90.0,1020.9,2021-02-01 01:00:00
2.0,6000.0,7.5,89.0,1020.8,2021-02-01 02:00:00
1.0,5000.0,7.3,91.0,1020.8,2021-02-01 03:00:00
1.0,5000.0,7.3,92.0,1020.7,2021-02-01 04:00:00
2.0,5000.0,7.3,92.0,1020.3,2021-02-01 05:00:00
2.0,5000.0,6.9,94.0,1020.2,2021-02-01 06:00:00
2.0,5000.0,7.1,94.0,1020.5,2021-02-01 07:00:00
3.0,5000.0,7.3,94.0,1020.9,2021-02-01 08:00:00
2.0,6000.0,8.5,89.0,1021.2,2021-02-01 09:00:00
1.0,10000.0,9.4,82.0,1021.4,2021-02-01 10:00:00
3.0,10000.0,10.0,79.0,1021.4,2021-02-01 11:00:00
3.0,10000.0,11.3,72.0,1020.9,2021-02-01 12:00:00
5.0,10000.0,12.3,59.0,1020.4,2021-02-01 13:00:00
5.0,10000.0,13.0,53.0,1019.7,2021-02-01 14:00:00
4.0,10000.0,13.5,50.0,1019.4,2021-02-01 15:00:00
