wsd,pv,t,rh,slp,BJ
4.0,10000.0,6.0,35.0,1028.5,2023-01-17 16:00:00
4.0,10000.0,5.2,40.0,1028.8,2023-01-17 17:00:00
3.0,10000.0,4.0,46.0,1029.5,2023-01-17 18:00:00
2.0,10000.0,3.4,50.0,1029.9,2023-01-17 19:00:00
2.0,10000.0,3.4,53.0,1030.7,2023-01-17 20:00:00
2.0,10000.0,3.0,54.0,1031.4,2023-01-17 21:00:00
2.0,10000.0,1.5,61.0,1032.0,2023-01-17 22:00:00
2.0,10000.0,2.4,56.0,1032.1,2023-01-17 23:00:00
2.0,10000.0,0.5,68.0,1032.0,2023-01-18 00:00:00
2.0,10000.0,0.0,71.0,1032.3,2023-01-18 01:00:00
3.0,10000.0,0.1,67.0,1032.2,2023-01-18 02:00:00
1.0,10000.0,-0.5,69.0,1032.1,2023-01-18 03:00:00
0.0,10000.0,-1.0,71.0,1031.7,2023-01-18 04:00:00
1.0,10000.0,-2.3,80.0,1031.5,2023-01-18 05:00:00
1.0,10000.0,-2.1,79.0,1031.6,2023-01-18 06:00:00
2.0,10000.0,-2.3,76.0,1032.0,2023-01-18 07:00:00
2.0,10000.0,-1.5,73.0,1032.3,2023-01-18 08:00:00
2.0,10000.0,1.2,62.0,1032.6,2023-01-18 09:00:00
3.0,10000.0,2.7,52.0,1033.0,2023-01-18 10:00:00
3.0,10000.0,4.5,47.0,1032.3,2023-01-18 11:00:00
3.0,10000.0,5.9,42.0,1030.8,2023-01-18 12:00:00
4.0,10000.0,6.6,36.0,1029.6,2023-01-18 13:00:00
4.0,10000.0,7.3,31.0,1029.0,2023-01-18 14:00:00
3.0,10000.0,7.7,31.0,1028.3,2023-01-18 15:00:00
