wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
2.0,10000.0,28.3,33.0,1014.9,2023-10-18 16:00:00,291,16
3.0,10000.0,26.5,40.0,1015.2,2023-10-18 17:00:00,291,17
2.0,10000.0,24.3,44.0,1015.4,2023-10-18 18:00:00,291,18
3.0,10000.0,22.3,53.0,1015.9,2023-10-18 19:00:00,291,19
1.0,10000.0,19.5,74.0,1016.6,2023-10-18 20:00:00,291,20
1.0,10000.0,18.7,82.0,1017.0,2023-10-18 21:00:00,291,21
1.0,8000.0,18.6,77.0,1017.0,2023-10-18 22:00:00,291,22
0.0,8000.0,18.2,80.0,1016.9,2023-10-18 23:00:00,291,23
0.0,8000.0,17.4,84.0,1017.0,2023-10-19 00:00:00,292,0
1.0,8000.0,17.4,85.0,1017.0,2023-10-19 01:00:00,292,1
0.0,6000.0,16.3,87.0,1016.9,2023-10-19 02:00:00,292,2
2.0,6000.0,16.6,83.0,1017.0,2023-10-19 03:00:00,292,3
0.0,5000.0,16.9,87.0,1016.8,2023-10-19 04:00:00,292,4
3.0,5000.0,14.9,91.0,1017.1,2023-10-19 05:00:00,292,5
3.0,3000.0,17.1,84.0,1017.7,2023-10-19 06:00:00,292,6
3.0,1800.0,16.6,89.0,1018.0,2023-10-19 07:00:00,292,7
3.0,2100.0,18.4,82.0,1018.7,2023-10-19 08:00:00,292,8
3.0,2000.0,20.4,74.0,1018.9,2023-10-19 09:00:00,292,9
2.0,2000.0,21.7,67.0,1018.9,2023-10-19 10:00:00,292,10
2.0,2000.0,23.0,62.0,1018.3,2023-10-19 11:00:00,292,11
2.0,2500.0,24.0,59.0,1017.4,2023-10-19 12:00:00,292,12
3.0,2600.0,24.8,59.0,1016.8,2023-10-19 13:00:00,292,13
6.0,3000.0,24.0,61.0,1016.5,2023-10-19 14:00:00,292,14
7.0,2600.0,22.6,69.0,1016.9,2023-10-19 15:00:00,292,15
