wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
5.0,10000.0,14.4,29.0,1025.8,2023-11-17 16:00:00,321,16
3.0,10000.0,11.8,38.0,1026.1,2023-11-17 17:00:00,321,17
2.0,10000.0,11.0,39.0,1026.6,2023-11-17 18:00:00,321,18
2.0,10000.0,9.0,52.0,1027.0,2023-11-17 19:00:00,321,19
2.0,10000.0,7.8,67.0,1027.4,2023-11-17 20:00:00,321,20
3.0,10000.0,8.3,50.0,1027.7,2023-11-17 21:00:00,321,21
2.0,10000.0,7.5,51.0,1027.9,2023-11-17 22:00:00,321,22
2.0,10000.0,6.8,52.0,1028.1,2023-11-17 23:00:00,321,23
2.0,10000.0,5.4,54.0,1028.0,2023-11-18 00:00:00,322,0
3.0,10000.0,4.9,63.0,1028.1,2023-11-18 01:00:00,322,1
2.0,10000.0,4.4,68.0,1028.3,2023-11-18 02:00:00,322,2
1.0,10000.0,2.8,85.0,1028.3,2023-11-18 03:00:00,322,3
2.0,10000.0,3.0,76.0,1028.2,2023-11-18 04:00:00,322,4
2.0,10000.0,1.5,87.0,1028.4,2023-11-18 05:00:00,322,5
2.0,10000.0,2.9,76.0,1028.6,2023-11-18 06:00:00,322,6
1.0,10000.0,3.5,74.0,1028.8,2023-11-18 07:00:00,322,7
1.0,10000.0,7.5,71.0,1029.2,2023-11-18 08:00:00,322,8
3.0,10000.0,10.7,52.0,1029.5,2023-11-18 09:00:00,322,9
4.0,10000.0,12.5,36.0,1029.5,2023-11-18 10:00:00,322,10
4.0,10000.0,13.6,33.0,1028.5,2023-11-18 11:00:00,322,11
5.0,10000.0,14.6,30.0,1027.7,2023-11-18 12:00:00,322,12
4.0,10000.0,15.4,29.0,1026.6,2023-11-18 13:00:00,322,13
4.0,10000.0,16.0,28.0,1025.5,2023-11-18 14:00:00,322,14
4.0,10000.0,16.2,26.0,1025.0,2023-11-18 15:00:00,322,15
