wsd,pv,t,rh,slp,BJ
4.0,30000.0,17.4,18.0,1015.2,2021-01-13 16:00:00
2.0,20000.0,15.1,21.0,1015.5,2021-01-13 17:00:00
2.0,20000.0,13.0,24.0,1015.9,2021-01-13 18:00:00
3.0,10000.0,7.6,40.0,1016.5,2021-01-13 19:00:00
4.0,10000.0,6.6,45.0,1016.6,2021-01-13 20:00:00
4.0,10000.0,5.7,50.0,1017.1,2021-01-13 21:00:00
2.0,10000.0,5.2,52.0,1017.6,2021-01-13 22:00:00
3.0,10000.0,4.6,51.0,1018.1,2021-01-13 23:00:00
1.0,10000.0,2.6,66.0,1018.3,2021-01-14 00:00:00
1.0,10000.0,3.6,57.0,1018.1,2021-01-14 01:00:00
4.0,10000.0,1.6,65.0,1018.0,2021-01-14 02:00:00
3.0,10000.0,1.7,68.0,1017.8,2021-01-14 03:00:00
3.0,10000.0,1.1,65.0,1017.5,2021-01-14 04:00:00
3.0,10000.0,1.3,64.0,1017.4,2021-01-14 05:00:00
1.0,10000.0,0.7,71.0,1017.6,2021-01-14 06:00:00
2.0,10000.0,0.1,75.0,1017.5,2021-01-14 07:00:00
2.0,10000.0,1.7,73.0,1017.5,2021-01-14 08:00:00
3.0,10000.0,6.5,60.0,1017.8,2021-01-14 09:00:00
3.0,10000.0,10.6,42.0,1017.8,2021-01-14 10:00:00
2.0,10000.0,14.0,31.0,1016.9,2021-01-14 11:00:00
4.0,10000.0,16.3,25.0,1015.6,2021-01-14 12:00:00
3.0,10000.0,17.3,20.0,1014.5,2021-01-14 13:00:00
4.0,10000.0,18.2,21.0,1013.5,2021-01-14 14:00:00
4.0,10000.0,18.2,20.0,1013.1,2021-01-14 15:00:00
