wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
4.0,10000.0,24.5,74.0,1013.6,2024-10-17 16:00:00,291,16
3.0,10000.0,23.3,81.0,1013.6,2024-10-17 17:00:00,291,17
3.0,10000.0,22.3,87.0,1013.5,2024-10-17 18:00:00,291,18
3.0,5000.0,21.8,93.0,1013.6,2024-10-17 19:00:00,291,19
2.0,5000.0,21.9,94.0,1013.5,2024-10-17 20:00:00,291,20
4.0,3500.0,21.7,95.0,1013.3,2024-10-17 21:00:00,291,21
5.0,3200.0,21.8,95.0,1012.7,2024-10-17 22:00:00,291,22
5.0,2800.0,21.8,96.0,1012.6,2024-10-17 23:00:00,291,23
6.0,5000.0,21.7,95.0,1013.0,2024-10-18 00:00:00,292,0
5.0,10000.0,17.4,86.0,1021.0,2024-10-18 01:00:00,292,1
4.0,10000.0,17.5,86.0,1021.2,2024-10-18 02:00:00,292,2
5.0,10000.0,17.3,88.0,1021.5,2024-10-18 03:00:00,292,3
4.0,10000.0,17.2,89.0,1021.8,2024-10-18 04:00:00,292,4
4.0,10000.0,17.4,87.0,1022.7,2024-10-18 05:00:00,292,5
6.0,10000.0,17.3,80.0,1023.8,2024-10-18 06:00:00,292,6
5.0,10000.0,17.1,80.0,1024.8,2024-10-18 07:00:00,292,7
3.0,10000.0,21.7,96.0,1011.6,2024-10-18 08:00:00,292,8
3.0,10000.0,23.7,88.0,1012.2,2024-10-18 09:00:00,292,9
4.0,10000.0,24.3,84.0,1012.5,2024-10-18 10:00:00,292,10
7.0,10000.0,24.5,75.0,1012.5,2024-10-18 11:00:00,292,11
7.0,10000.0,26.6,64.0,1012.0,2024-10-18 12:00:00,292,12
8.0,10000.0,25.7,64.0,1012.0,2024-10-18 13:00:00,292,13
9.0,10000.0,25.3,63.0,1012.3,2024-10-18 14:00:00,292,14
11.0,10000.0,24.2,64.0,1013.2,2024-10-18 15:00:00,292,15
