wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
1.0,10000.0,7.4,38.0,1032.5,2023-11-13 16:00:00,317,16
2.0,10000.0,7.3,43.0,1032.4,2023-11-13 17:00:00,317,17
1.0,10000.0,6.4,54.0,1032.4,2023-11-13 18:00:00,317,18
1.0,10000.0,5.2,63.0,1032.5,2023-11-13 19:00:00,317,19
1.0,10000.0,4.2,75.0,1032.6,2023-11-13 20:00:00,317,20
2.0,10000.0,3.4,72.0,1032.4,2023-11-13 21:00:00,317,21
1.0,10000.0,3.3,69.0,1032.4,2023-11-13 22:00:00,317,22
1.0,10000.0,1.7,79.0,1032.2,2023-11-13 23:00:00,317,23
1.0,10000.0,1.0,86.0,1032.0,2023-11-14 00:00:00,318,0
1.0,10000.0,1.3,91.0,1031.5,2023-11-14 01:00:00,318,1
0.0,10000.0,0.8,88.0,1031.1,2023-11-14 02:00:00,318,2
2.0,8000.0,1.4,84.0,1030.6,2023-11-14 03:00:00,318,3
1.0,8000.0,1.9,74.0,1030.0,2023-11-14 04:00:00,318,4
1.0,8000.0,0.9,83.0,1029.6,2023-11-14 05:00:00,318,5
1.0,7000.0,1.2,86.0,1029.9,2023-11-14 06:00:00,318,6
1.0,7000.0,0.7,88.0,1030.3,2023-11-14 07:00:00,318,7
2.0,8000.0,3.8,74.0,1030.7,2023-11-14 08:00:00,318,8
2.0,10000.0,6.0,62.0,1031.1,2023-11-14 09:00:00,318,9
2.0,10000.0,8.0,58.0,1030.8,2023-11-14 10:00:00,318,10
2.0,10000.0,9.5,51.0,1030.2,2023-11-14 11:00:00,318,11
2.0,10000.0,10.6,38.0,1029.3,2023-11-14 12:00:00,318,12
1.0,10000.0,11.4,36.0,1027.9,2023-11-14 13:00:00,318,13
1.0,10000.0,12.2,28.0,1027.0,2023-11-14 14:00:00,318,14
1.0,10000.0,12.8,33.0,1026.8,2023-11-14 15:00:00,318,15
