wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
3.0,10000.0,20.6,45.0,1021.4,2022-10-30 16:00:00,303,16
3.0,10000.0,19.7,49.0,1021.6,2022-10-30 17:00:00,303,17
2.0,10000.0,17.1,61.0,1021.7,2022-10-30 18:00:00,303,18
2.0,10000.0,15.8,66.0,1022.4,2022-10-30 19:00:00,303,19
2.0,10000.0,14.6,74.0,1022.8,2022-10-30 20:00:00,303,20
2.0,10000.0,14.0,78.0,1023.1,2022-10-30 21:00:00,303,21
3.0,10000.0,13.6,80.0,1023.6,2022-10-30 22:00:00,303,22
2.0,10000.0,13.1,83.0,1023.6,2022-10-30 23:00:00,303,23
2.0,10000.0,12.7,87.0,1023.6,2022-10-31 00:00:00,304,0
2.0,10000.0,11.4,90.0,1023.6,2022-10-31 01:00:00,304,1
1.0,8000.0,12.0,91.0,1023.4,2022-10-31 02:00:00,304,2
1.0,7000.0,12.1,90.0,1023.2,2022-10-31 03:00:00,304,3
2.0,5000.0,10.9,93.0,1022.8,2022-10-31 04:00:00,304,4
2.0,4000.0,10.8,94.0,1023.0,2022-10-31 05:00:00,304,5
0.0,4000.0,11.3,93.0,1023.2,2022-10-31 06:00:00,304,6
1.0,4000.0,12.5,91.0,1023.6,2022-10-31 07:00:00,304,7
2.0,3500.0,13.4,90.0,1024.1,2022-10-31 08:00:00,304,8
3.0,4000.0,14.6,87.0,1024.4,2022-10-31 09:00:00,304,9
3.0,5000.0,17.5,75.0,1024.3,2022-10-31 10:00:00,304,10
3.0,7000.0,18.7,69.0,1024.3,2022-10-31 11:00:00,304,11
3.0,8000.0,20.2,59.0,1023.8,2022-10-31 12:00:00,304,12
1.0,10000.0,20.6,56.0,1023.0,2022-10-31 13:00:00,304,13
2.0,10000.0,21.2,54.0,1022.5,2022-10-31 14:00:00,304,14
3.0,10000.0,21.3,52.0,1022.2,2022-10-31 15:00:00,304,15
