wsd,pv,t,rh,slp,BJ
4.0,2900.0,2.7,93.0,1027.8,2022-01-27 16:00:00
4.0,3000.0,2.3,93.0,1028.2,2022-01-27 17:00:00
4.0,4500.0,2.2,90.0,1028.9,2022-01-27 18:00:00
4.0,3000.0,1.9,93.0,1029.2,2022-01-27 19:00:00
5.0,3800.0,1.7,94.0,1029.5,2022-01-27 20:00:00
5.0,3200.0,1.8,93.0,1029.7,2022-01-27 21:00:00
3.0,2500.0,1.8,94.0,1030.9,2022-01-27 22:00:00
4.0,2000.0,1.9,94.0,1030.5,2022-01-27 23:00:00
3.0,1700.0,1.9,95.0,1030.3,2022-01-28 00:00:00
3.0,1800.0,2.1,94.0,1030.2,2022-01-28 01:00:00
2.0,1800.0,2.2,95.0,1030.5,2022-01-28 02:00:00
2.0,1800.0,2.2,95.0,1030.0,2022-01-28 03:00:00
3.0,2500.0,2.2,93.0,1028.9,2022-01-28 04:00:00
3.0,2800.0,2.2,91.0,1028.8,2022-01-28 05:00:00
3.0,3500.0,2.1,89.0,1029.2,2022-01-28 06:00:00
3.0,4000.0,1.9,88.0,1029.8,2022-01-28 07:00:00
2.0,4000.0,1.9,89.0,1030.3,2022-01-28 08:00:00
5.0,5000.0,2.3,86.0,1028.8,2022-01-28 09:00:00
5.0,10000.0,3.1,75.0,1029.8,2022-01-28 10:00:00
5.0,10000.0,2.8,73.0,1030.4,2022-01-28 11:00:00
5.0,10000.0,3.5,69.0,1029.2,2022-01-28 12:00:00
5.0,10000.0,3.4,66.0,1028.4,2022-01-28 13:00:00
5.0,10000.0,3.6,69.0,1027.5,2022-01-28 14:00:00
6.0,8000.0,3.3,69.0,1027.6,2022-01-28 15:00:00
