wsd,pv,t,rh,slp,BJ
5.0,10000.0,28.2,15.0,1008.4,2021-02-21 16:00:00
3.0,10000.0,27.0,20.0,1008.6,2021-02-21 17:00:00
1.0,10000.0,24.6,22.0,1009.0,2021-02-21 18:00:00
4.0,10000.0,21.6,34.0,1009.8,2021-02-21 19:00:00
3.0,10000.0,17.5,44.0,1010.3,2021-02-21 20:00:00
4.0,10000.0,16.5,48.0,1010.9,2021-02-21 21:00:00
4.0,10000.0,15.5,50.0,1011.6,2021-02-21 22:00:00
4.0,10000.0,16.1,47.0,1011.6,2021-02-21 23:00:00
4.0,10000.0,15.2,49.0,1011.8,2021-02-22 00:00:00
4.0,10000.0,14.8,51.0,1012.0,2021-02-22 01:00:00
3.0,10000.0,11.8,62.0,1012.0,2021-02-22 02:00:00
2.0,10000.0,11.7,62.0,1012.0,2021-02-22 03:00:00
0.0,10000.0,10.9,75.0,1012.1,2021-02-22 04:00:00
1.0,10000.0,11.7,64.0,1012.6,2021-02-22 05:00:00
2.0,10000.0,11.3,65.0,1013.3,2021-02-22 06:00:00
3.0,10000.0,10.9,66.0,1014.0,2021-02-22 07:00:00
2.0,10000.0,14.6,54.0,1014.7,2021-02-22 08:00:00
2.0,10000.0,18.6,47.0,1015.7,2021-02-22 09:00:00
3.0,10000.0,22.1,41.0,1016.2,2021-02-22 10:00:00
4.0,10000.0,23.8,40.0,1015.9,2021-02-22 11:00:00
4.0,10000.0,25.0,34.0,1015.4,2021-02-22 12:00:00
4.0,10000.0,25.9,29.0,1015.0,2021-02-22 13:00:00
5.0,10000.0,24.5,31.0,1015.1,2021-02-22 14:00:00
6.0,10000.0,25.4,26.0,1015.5,2021-02-22 15:00:00
