wsd,pv,t,rh,slp,BJ,day_of_year,hour_of_day
3.0,10000.0,3.7,49.0,1032.0,2021-01-16 16:00:00,16,16
4.0,10000.0,3.1,51.0,1032.4,2021-01-16 17:00:00,16,17
3.0,10000.0,2.2,58.0,1032.5,2021-01-16 18:00:00,16,18
2.0,10000.0,1.4,64.0,1033.5,2021-01-16 19:00:00,16,19
2.0,10000.0,1.7,63.0,1034.9,2021-01-16 20:00:00,16,20
3.0,10000.0,1.8,63.0,1036.0,2021-01-16 21:00:00,16,21
2.0,10000.0,1.4,64.0,1036.6,2021-01-16 22:00:00,16,22
2.0,10000.0,1.1,66.0,1036.6,2021-01-16 23:00:00,16,23
1.0,10000.0,-0.2,70.0,1037.3,2021-01-17 00:00:00,17,0
1.0,10000.0,-0.5,74.0,1037.4,2021-01-17 01:00:00,17,1
2.0,10000.0,-0.8,75.0,1037.4,2021-01-17 02:00:00,17,2
1.0,8000.0,-2.0,85.0,1037.1,2021-01-17 03:00:00,17,3
1.0,6000.0,-1.9,85.0,1036.9,2021-01-17 04:00:00,17,4
1.0,5000.0,-3.2,90.0,1037.2,2021-01-17 05:00:00,17,5
2.0,5000.0,-2.7,88.0,1037.3,2021-01-17 06:00:00,17,6
1.0,5000.0,-2.2,86.0,1037.2,2021-01-17 07:00:00,17,7
1.0,5000.0,-2.3,86.0,1037.0,2021-01-17 08:00:00,17,8
2.0,6000.0,-0.3,80.0,1037.0,2021-01-17 09:00:00,17,9
4.0,7000.0,1.9,63.0,1037.1,2021-01-17 10:00:00,17,10
5.0,8000.0,3.6,52.0,1036.2,2021-01-17 11:00:00,17,11
5.0,9000.0,4.6,45.0,1034.6,2021-01-17 12:00:00,17,12
5.0,10000.0,6.0,38.0,1033.1,2021-01-17 13:00:00,17,13
6.0,10000.0,6.0,29.0,1031.9,2021-01-17 14:00:00,17,14
6.0,10000.0,6.2,23.0,1031.0,2021-01-17 15:00:00,17,15
