fst_hour,t2m,t1000,t950,t925,rh2m,rh1000,rh950,rh925,spd10,spd1000,spd950,spd925,msl
0,20.5,24.0,22.9,21.3,60.2,44.4,32.4,31.5,8.2,8.0,11.3,11.3,1016.3
3,18.8,22.5,22.0,20.2,68.1,50.4,39.5,40.6,7.9,8.0,11.2,11.2,1016.3
6,17.4,21.0,21.2,19.5,74.9,56.9,41.3,40.0,7.3,7.4,12.4,12.4,1015.5
9,16.0,19.8,20.5,19.0,81.0,60.7,43.4,40.8,7.2,7.0,11.3,11.3,1014.8
12,18.5,19.3,20.1,18.7,72.3,61.7,44.5,42.9,7.5,7.5,9.8,9.8,1015.8
15,25.6,23.7,20.2,18.9,45.9,47.7,46.8,44.9,5.1,5.1,7.4,7.4,1015.3
18,27.6,26.4,21.9,19.6,38.7,38.4,47.0,51.7,3.4,3.5,3.9,3.9,1012.4
21,24.0,25.7,22.2,20.2,52.7,43.2,46.7,49.4,7.1,6.2,7.2,7.2,1012.0
24,20.6,23.1,22.1,20.4,63.6,52.3,46.7,47.0,7.0,6.4,7.6,7.6,1013.1
27,18.7,21.9,22.0,20.3,72.2,56.9,47.1,48.3,4.6,5.3,5.2,5.2,1013.6
30,16.9,21.0,21.7,20.0,81.8,61.2,47.9,50.6,2.1,3.2,4.7,4.7,1013.1
33,15.7,20.1,21.3,19.5,87.6,64.6,50.8,55.5,2.4,2.8,4.7,4.7,1013.3
36,18.7,19.9,20.7,18.9,77.6,64.9,55.1,61.8,0.2,0.7,3.6,3.6,1014.6
39,25.2,23.5,20.4,18.8,54.5,56.9,58.6,64.0,0.2,0.3,2.0,2.0,1014.7
42,27.3,25.9,21.5,19.3,47.8,48.7,60.1,66.6,0.6,0.9,0.9,0.9,1012.5
